Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",23y 303d,20 (13-0-7 65.00%),,←,
7,"Cunningham, Harry",24y 211d,96 (66-0-30 68.75%),45 (0.47),←,
13,"Florent, Oliver",19y 348d,24 (14-0-10 58.33%),11 (0.46),←,
42,"Fox, Robbie",25y 80d,8 (2-0-6 25.00%),4 (0.50),←,
23,"Franklin, Lance",31y 156d,283 (181-1-101 64.13%),899 (3.18),101 (72-0-29 71.29%),319 (3.16)
39,"Grundy, Heath",32y 33d,252 (160-2-90 63.89%),23 (0.09),←,
4,"Hannebery, Dan",27y 131d,204 (133-2-69 65.69%),94 (0.46),←,
9,"Hayward, Will",19y 252d,32 (20-0-12 62.50%),45 (1.41),←,
29,"Hewett, George",22y 188d,63 (44-0-19 69.84%),30 (0.48),←,
15,"Jack, Kieren",31y 7d,243 (153-3-87 63.58%),159 (0.65),←,
10,"Jones, Zak",23y 112d,67 (42-0-25 62.69%),19 (0.28),←,
12,"Kennedy, Josh",30y 15d,219 (142-2-75 65.30%),138 (0.63),206 (137-2-67 66.99%),134 (0.65)
44,"Lloyd, Jake",24y 288d,107 (76-0-31 71.03%),26 (0.24),←,
30,"McCartin, Tom",18y 187d,7 (5-0-2 71.43%),4 (0.57),←,
3,"McVeigh, Jarrad",33y 89d,314 (197-4-113 63.38%),200 (0.64),←,
26,"Parker, Luke",25y 253d,166 (112-1-53 67.77%),136 (0.82),←,
24,"Rampe, Dane",28y 33d,130 (91-1-38 70.38%),6 (0.05),←,
27,"Robinson, Dan",24y 2d,20 (16-0-4 80.00%),6 (0.30),←,
25,"Ronke, Ben",20y 199d,10 (7-0-3 70.00%),16 (1.60),←,
18,"Sinclair, Callum",28y 285d,79 (56-1-22 71.52%),52 (0.66),50 (34-0-16 68.00%),34 (0.68)
40,"Smith, Nick",30y 23d,206 (132-2-72 64.56%),10 (0.05),←,
22,"Towers, Dean",28y 62d,57 (40-0-17 70.18%),31 (0.54),←,
Totals,Totals,26y 15d,2607 (1702-19-886 65.29%),1954 (0.75),,
C,"Longmire, John",47y 186d,188 (127-2-59 68.09%),,←,
