Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",11,5,,11,,1.0,,6.0,1.0,2.0,3.0,2.0,1.0,2.0,,4.0,7.0,1.0,,4.0,1.0,1.0,97.0
16,"Brown, Leigh",1,,2,3,1,,,,,,,1.0,1.0,,,1.0,2.0,,,4.0,,,94.0
2,"Colbert, Leigh",11,9,10,21,,,,,2.0,1.0,1.0,1.0,1.0,,,5.0,16.0,,,4.0,,,100.0
24,"Firrito, Michael",8,5,2,10,,,1.0,1.0,4.0,2.0,,2.0,,2.0,,5.0,6.0,1.0,,3.0,,,97.0
6,"Grant, Shannon",15,9,10,25,2,,,1.0,,3.0,2.0,6.0,1.0,1.0,,10.0,15.0,1.0,4.0,2.0,,1.0,96.0
31,"Hale, David",12,9,2,14,3,,11.0,3.0,1.0,3.0,1.0,1.0,2.0,,,8.0,7.0,4.0,3.0,2.0,,1.0,76.0
39,"Harding, Leigh",8,2,5,13,4,2.0,,4.0,1.0,4.0,2.0,,1.0,,,7.0,6.0,1.0,1.0,1.0,,,76.0
4,"Harris, Daniel",6,4,8,14,,,,4.0,,1.0,4.0,,,,,6.0,8.0,,,2.0,,,76.0
29,"Harvey, Brent",16,4,10,26,,,,5.0,2.0,4.0,5.0,1.0,2.0,,2.0,6.0,18.0,,,2.0,2.0,,90.0
21,"Jones, Corey",8,4,1,9,1,2.0,,2.0,,4.0,1.0,4.0,,3.0,,4.0,7.0,1.0,1.0,2.0,,1.0,79.0
35,"Makepeace, Troy",8,3,4,12,,,,5.0,7.0,3.0,1.0,2.0,2.0,,1.0,4.0,9.0,1.0,,4.0,1.0,2.0,92.0
19,"Motlop, Daniel",,,,,,,,1.0,,,,,,,,,,,,,,,1.0
20,"Petrie, Drew",6,7,4,10,,,10.0,4.0,,2.0,3.0,1.0,,1.0,,2.0,8.0,,,3.0,,,81.0
25,"Picioane, Lance",9,1,3,12,,,,2.0,1.0,4.0,4.0,3.0,1.0,2.0,,3.0,7.0,,,3.0,,,68.0
30,"Pratt, Daniel",14,8,3,17,,,,2.0,5.0,5.0,,,,,,4.0,13.0,,,8.0,1.0,,94.0
3,"Rawlings, Brady",5,3,5,10,,,,2.0,1.0,1.0,2.0,3.0,2.0,,,3.0,7.0,,,,,1.0,100.0
26,"Rocca, Saverio",10,7,1,11,2,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,,6.0,5.0,3.0,3.0,1.0,,,84.0
7,"Simpson, Adam",7,5,15,22,,,,7.0,1.0,3.0,3.0,2.0,,,,8.0,14.0,,,3.0,2.0,1.0,78.0
12,"Stevens, Michael",12,1,4,16,,,,,,5.0,1.0,2.0,,,,2.0,13.0,,,2.0,1.0,,49.0
23,"Thompson, Nathan",12,10,3,15,5,3.0,1.0,1.0,,3.0,1.0,3.0,1.0,1.0,3.0,6.0,9.0,2.0,6.0,,,,97.0
36,"Watt, Shannon",12,6,4,16,,,,,1.0,3.0,,,,,,3.0,11.0,,,5.0,,,100.0
8,"Wells, Daniel",12,6,4,16,1,1.0,,2.0,,5.0,1.0,2.0,,,,6.0,10.0,2.0,1.0,1.0,1.0,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,108,100,303,19,14.0,24.0,53.0,28.0,61.0,36.0,38.0,16.0,12.0,6.0,103.0,198.0,17.0,19.0,56.0,9.0,9.0,
Opposition,Opposition,177,105,117,294,13,8.0,39.0,21.0,40.0,41.0,30.0,40.0,12.0,15.0,,109.0,189.0,14.0,18.0,33.0,12.0,8.0,
