Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
26,"Doyle, Greg",23y 225d,10 (6-0-4 60.00%),12 (1.20),8 (6-0-2 75.00%),9 (1.13)
23,"Dyson, Kevin",27y 3d,37 (20-0-17 54.05%),17 (0.46),←,
20,"Febey, Matthew",24y 261d,34 (19-0-15 55.88%),14 (0.41),←,
21,"Febey, Steven",24y 261d,114 (66-0-48 57.89%),18 (0.16),←,
7,"Kowal, Darren",21y 323d,26 (16-0-10 61.54%),22 (0.85),←,
16,"Lovell, Andy",23y 283d,83 (41-1-41 50.00%),101 (1.22),←,
17,"Lovett, Brett",27y 352d,166 (97-1-68 58.73%),23 (0.14),←,
6,"Lovett, Glenn",24y 288d,68 (31-0-37 45.59%),42 (0.62),←,
3,"Lyon, Garry",26y 236d,153 (92-1-60 60.46%),216 (1.41),←,
9,"Neitz, David",19y 105d,26 (15-0-11 57.69%),17 (0.65),←,
29,"Obst, Andrew",29y 261d,78 (45-0-33 57.69%),40 (0.51),←,
10,"Pike, Martin",21y 174d,9 (3-0-6 33.33%),,←,
19,"Prymke, Paul",23y 150d,5 (4-0-1 80.00%),1 (0.20),←,
41,"Rohde, Peter",29y 169d,147 (89-1-57 60.88%),25 (0.17),101 (55-1-45 54.95%),19 (0.19)
5,"Schwarz, David",21y 287d,43 (17-1-25 40.70%),46 (1.07),←,
11,"Stynes, Jim",28y 14d,159 (93-1-65 58.81%),104 (0.65),←,
4,"Sullivan, Chris",21y 272d,21 (9-1-11 45.24%),19 (0.90),←,
2,"Tingay, Stephen",23y 267d,82 (48-0-34 58.54%),39 (0.48),←,
12,"Viney, Todd",28y 38d,124 (66-1-57 53.63%),55 (0.44),←,
27,"Wight, Sean",30y 53d,111 (63-0-48 56.76%),63 (0.57),←,
8,"Yeats, Graeme",29y 228d,163 (90-1-72 55.52%),45 (0.28),←,
Totals,Totals,25y 115d,1659 (930-9-720 56.06%),919 (0.55),,
C,"Balme, Neil",42y 112d,26 (15-0-11 57.69%),,←,
