Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Bond, Chris",6,1,5,11,,,,,,,,,,,,,,,,,,,
11,"Bowden, Joel",11,3,3,14,,2.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Broderick, Paul",16,4,13,29,1,,,2.0,,,,,,3.0,,,,,,,,,
21,"Bulluss, Paul",9,6,7,16,1,,6.0,,,,,,,4.0,,,,,,,,,
9,"Campbell, Wayne",18,4,13,31,,,,2.0,,,,,,1.0,,,,,,,,,
40,"Chaffey, Mark",6,1,6,12,,,,2.0,,,,,,,,,,,,,,,
10,"Daffy, Nick",15,6,3,18,1,1.0,,,,,,,1.0,,,,,,,,,,
27,"Funcke, Ross",6,,2,8,,,,,,,,,,,,,,,,,,,
25,"Gale, Brendon",6,1,5,11,3,,8.0,,,,,,1.0,1.0,,,,,,,,,
1,"Gale, Michael",18,6,5,23,,1.0,,1.0,,,,,2.0,,,,,,,,,,
2,"Gaspar, Darren",11,7,9,20,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Harrison, Ben",9,5,1,10,,,2.0,2.0,,,,,,2.0,,,,,,,,,
16,"Holland, Ben",8,2,7,15,,,5.0,3.0,,,,,2.0,,,,,,,,,,
3,"Kellaway, Duncan",9,6,13,22,,,,,,,,,2.0,1.0,,,,,,,,,
8,"Merenda, Mark",8,3,10,18,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
6,"Naish, Chris",3,,5,8,,,,4.0,,,,,,,,,,,,,,,
12,"Richardson, Matthew",4,4,4,8,1,1.0,,,,,,,1.0,3.0,,,,,,,,,
37,"Ryan, Damien",5,2,1,6,,,,,,,,,,,,,,,,,,,
5,"Tape, Jamie",13,9,11,24,,,,4.0,,,,,2.0,2.0,,,,,,,,,
29,"Torney, Jason",3,1,2,5,,1.0,,1.0,,,,,2.0,,,,,,,,,,
41,"Turner, Scott",5,3,3,8,,,1.0,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,74,128,317,8,10.0,22.0,26.0,,,,,15.0,21.0,,,,,,,,,
Opposition,Opposition,209,66,116,325,19,8.0,35.0,26.0,,,,,21.0,15.0,6.0,,,,,,,,
