Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 227d,68 (30-2-36 45.59%),23 (0.34),←,
20,"Black, Simon",29y 87d,225 (137-3-85 61.56%),140 (0.62),←,
36,"Bradshaw, Daniel",29y 221d,193 (111-2-80 58.03%),410 (2.12),190 (108-2-80 57.37%),410 (2.16)
17,"Brennan, Jared",23y 337d,73 (37-2-34 52.05%),50 (0.68),←,
16,"Brown, Jonathan",26y 244d,152 (100-2-50 66.45%),314 (2.07),←,
19,"Charman, Jamie",25y 349d,118 (71-3-44 61.44%),50 (0.42),←,
1,"Clark, Mitch",20y 254d,18 (7-1-10 41.67%),17 (0.94),←,
22,"Collier, Tom",19y 96d,2 (1-0-1 50.00%),,←,
30,"Copeland, Robert",27y 34d,138 (81-2-55 59.42%),37 (0.27),←,
18,"Corrie, Anthony",24y 7d,47 (22-0-25 46.81%),42 (0.89),←,
39,"Drummond, Josh",25y 71d,40 (19-1-20 48.75%),20 (0.50),←,
33,"Hooper, Rhan",20y 172d,33 (16-1-16 50.00%),32 (0.97),←,
26,"Macdonald, Joel",23y 263d,55 (31-0-24 56.36%),6 (0.11),←,
9,"McGrath, Ashley",25y 40d,106 (60-1-45 57.08%),98 (0.92),←,
21,"Merrett, Daniel",23y 200d,60 (26-2-32 45.00%),16 (0.27),←,
8,"Notting, Tim",29y 252d,192 (114-3-75 60.16%),132 (0.69),←,
24,"Patfull, Joel",23y 205d,50 (22-2-26 46.00%),18 (0.36),←,
31,"Polkinghorne, James",19y 160d,4 (2-0-2 50.00%),,←,
6,"Power, Luke",28y 173d,209 (125-2-82 60.29%),189 (0.90),←,
35,"Rischitelli, Michael",22y 173d,57 (26-2-29 47.37%),24 (0.42),←,
28,"Selwood, Troy",24y 59d,58 (25-1-32 43.97%),7 (0.12),←,
11,"Sherman, Justin",21y 155d,67 (27-2-38 41.79%),40 (0.60),←,
Totals,Totals,24y 139d,1965 (1090-34-841 55.47%),1665 (0.85),,
C,"Matthews, Leigh",56y 120d,453 (265-8-180 59.38%),,229 (140-3-86 61.79%),
