Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",15,4,5,20,,1.0,,1.0,1.0,6.0,2.0,3.0,,2.0,,5.0,14.0,1.0,1.0,1.0,1.0,1.0,70.0
5,"Boyd, Matthew",14,5,11,25,,,,1.0,4.0,3.0,3.0,1.0,,1.0,,7.0,17.0,,,2.0,,1.0,100.0
17,"Cooney, Adam",3,1,7,10,1,,,1.0,,,2.0,1.0,,,,3.0,7.0,,,1.0,,,78.0
4,"Cross, Daniel",10,6,21,31,,,2.0,1.0,,2.0,1.0,3.0,2.0,1.0,,8.0,23.0,,,,1.0,2.0,87.0
14,"Darcy, Luke",6,5,2,8,2,4.0,1.0,,,,,2.0,,2.0,,4.0,4.0,2.0,5.0,3.0,,,87.0
10,"Eagleton, Nathan",19,12,5,24,1,,,,1.0,7.0,1.0,6.0,,,,3.0,21.0,,,,2.0,,58.0
13,"Giansiracusa, Daniel",11,6,4,15,,,,1.0,1.0,4.0,1.0,3.0,2.0,1.0,,4.0,11.0,,1.0,3.0,,4.0,85.0
9,"Gilbee, Lindsay",22,9,7,29,1,1.0,,,4.0,8.0,1.0,4.0,1.0,1.0,,4.0,23.0,,,4.0,1.0,,88.0
16,"Griffen, Ryan",4,5,12,16,,,,2.0,1.0,1.0,,1.0,,1.0,,4.0,12.0,1.0,,4.0,4.0,,77.0
25,"Hargrave, Ryan",9,4,8,17,,,,1.0,3.0,2.0,,4.0,1.0,3.0,,6.0,13.0,,,4.0,,,96.0
19,"Higgins, Shaun",4,3,6,10,3,,,,,1.0,1.0,2.0,,,,4.0,6.0,,2.0,2.0,,1.0,70.0
6,"Johnson, Brad",13,11,10,23,1,1.0,,2.0,,2.0,,4.0,1.0,1.0,,4.0,19.0,1.0,2.0,2.0,,,100.0
36,"Lake, Brian",17,15,10,27,,,,,9.0,1.0,,1.0,1.0,,,9.0,17.0,4.0,,10.0,,,100.0
23,"McMahon, Jordan",14,7,5,19,,,,1.0,6.0,1.0,,3.0,,2.0,,3.0,16.0,,,3.0,6.0,,100.0
27,"Minson, Will",3,1,3,6,,1.0,14.0,,2.0,,2.0,2.0,,2.0,,3.0,4.0,,,1.0,,,70.0
38,"Morris, Dale",8,5,4,12,,,,,1.0,,,,,,,2.0,10.0,,,1.0,,,100.0
2,"Murphy, Robert",10,5,5,15,3,1.0,,,,5.0,,2.0,,1.0,,7.0,7.0,1.0,3.0,2.0,,1.0,100.0
15,"Power, Sam",5,3,7,12,1,,,2.0,,2.0,,5.0,,3.0,,2.0,10.0,,1.0,1.0,,,54.0
1,"Ray, Farren",8,4,7,15,2,,,4.0,2.0,4.0,,1.0,1.0,1.0,,2.0,11.0,,2.0,,4.0,1.0,64.0
30,"Robbins, Matthew",3,1,,3,1,,,,,,,3.0,1.0,3.0,,1.0,2.0,,1.0,,,,79.0
7,"West, Scott",17,13,24,41,,1.0,,7.0,3.0,3.0,3.0,5.0,2.0,,3.0,15.0,27.0,,1.0,,,1.0,95.0
37,"Wight, Cameron",,,1,1,,,1.0,,,,,,,,,1.0,,,,,,,41.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,125,164,379,16,14.0,18.0,24.0,38.0,52.0,17.0,56.0,12.0,25.0,3.0,101.0,274.0,10.0,19.0,44.0,19.0,12.0,
Opposition,Opposition,220,130,191,411,13,15.0,29.0,42.0,33.0,54.0,36.0,46.0,26.0,12.0,3.0,116.0,296.0,10.0,12.0,37.0,12.0,7.0,
