Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Bramble, Lachlan",13,4,8,21,,,,2.0,5.0,,1.0,1.0,2.0,,,5.0,11.0,,,2.0,1.0,,86.0
36,"Cleary, Luke",4,5,4,8,,,,,4.0,1.0,,2.0,1.0,1.0,,1.0,9.0,,,,,,73.0
31,"Dale, Bailey",22,3,7,29,2,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0,18.0,,,1.0,,,87.0
10,"Darcy, Sam",8,6,4,12,1,1.0,6.0,1.0,,2.0,2.0,2.0,1.0,1.0,,7.0,5.0,3.0,1.0,3.0,,,82.0
42,"Davidson, Sam",5,3,5,10,1,,,4.0,3.0,1.0,,4.0,,1.0,,2.0,9.0,,1.0,,,,75.0
26,"Dolan, Josh",2,2,3,5,,1.0,,2.0,,,,,,,,2.0,3.0,,1.0,,,,67.0
15,"Duryea, Taylor",5,3,5,10,,,,1.0,2.0,1.0,,3.0,,1.0,,3.0,8.0,,,2.0,,,76.0
44,"English, Tim",4,4,7,11,,1.0,25.0,3.0,,3.0,3.0,3.0,,1.0,,3.0,9.0,,1.0,2.0,,,79.0
27,"Freijah, Joel",14,6,14,28,1,,,3.0,3.0,3.0,2.0,3.0,,1.0,,8.0,19.0,,,1.0,3.0,1.0,88.0
12,"Gallagher, Harvey",10,4,6,16,,,,2.0,3.0,4.0,1.0,5.0,1.0,,,2.0,14.0,,,2.0,,1.0,82.0
22,"Harmes, James",7,2,9,16,1,,,3.0,,3.0,,2.0,,,,6.0,9.0,,1.0,3.0,2.0,2.0,74.0
32 ↑,"Jones, Arthur",1,,1,2,,,,,,,1.0,,,,,1.0,1.0,,,,,,23.0
8,"Kennedy, Matthew",11,6,12,23,,,,4.0,,6.0,3.0,,1.0,,,7.0,15.0,,1.0,2.0,,4.0,74.0
21,"Liberatore, Tom",13,3,15,28,,1.0,,8.0,,6.0,9.0,4.0,,1.0,3.0,15.0,14.0,,,3.0,,,81.0
7,"Lobb, Rory",5,2,6,11,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,7.0,4.0,,,10.0,,,100.0
30,"McNeil, Lachlan",4,,6,10,2,,,,,1.0,,2.0,1.0,,,4.0,5.0,,,,,,88.0
33,"Naughton, Aaron",8,8,9,17,3,1.0,,1.0,,2.0,,,,,,9.0,9.0,4.0,4.0,1.0,,1.0,88.0
18 ↓,"ODonnell, James",5,4,4,9,,,,,3.0,1.0,,3.0,,1.0,,3.0,6.0,1.0,,7.0,,,61.0
20,"Richards, Ed",18,2,12,30,1,,,2.0,3.0,9.0,7.0,4.0,,1.0,2.0,13.0,19.0,,,2.0,1.0,4.0,79.0
9,"Sanders, Ryley",8,2,7,15,2,1.0,,4.0,,5.0,2.0,3.0,2.0,1.0,,6.0,10.0,,1.0,2.0,,,84.0
23,"Vandermeer, Laitham",10,3,6,16,3,1.0,,3.0,,3.0,,1.0,2.0,1.0,,10.0,9.0,,1.0,1.0,,2.0,79.0
14,"West, Rhylee",8,4,11,19,,1.0,,5.0,,3.0,3.0,5.0,2.0,3.0,,9.0,13.0,1.0,,1.0,,1.0,82.0
34,"Williams, Bailey",10,8,4,14,,,,2.0,4.0,1.0,,2.0,,,,2.0,13.0,,,,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,84,165,360,17,11.0,31.0,52.0,34.0,57.0,36.0,52.0,15.0,16.0,5.0,130.0,232.0,9.0,12.0,45.0,7.0,16.0,
Opposition,Opposition,209,85,169,378,14,13.0,52.0,75.0,40.0,48.0,42.0,46.0,16.0,15.0,1.0,132.0,235.0,9.0,17.0,40.0,10.0,10.0,
