Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",28y 276d,58 (36-0-22 62.07%),4 (0.07),31 (22-0-9 70.97%),
4,"Ah Chee, Callum",24y 175d,87 (41-0-46 47.13%),35 (0.40),42 (33-0-9 78.57%),11 (0.26)
31,"Andrews, Harris",25y 112d,139 (56-0-83 40.29%),10 (0.07),←,
43,"Answerth, Noah",22y 239d,31 (23-0-8 74.19%),2 (0.06),←,
33,"Bailey, Zac",22y 191d,73 (46-0-27 63.01%),62 (0.85),←,
7,"Berry, Jarrod",24y 56d,88 (44-0-44 50.00%),39 (0.44),←,
23,"Cameron, Charlie",27y 271d,154 (97-1-56 63.31%),252 (1.64),81 (50-0-31 61.73%),165 (2.04)
12,"Cockatoo, Nakia",25y 161d,44 (27-1-16 62.50%),32 (0.73),10 (7-0-3 70.00%),7 (0.70)
3,"Daniher, Joe",28y 29d,135 (58-1-76 43.33%),246 (1.82),27 (18-0-9 66.67%),55 (2.04)
32,"Fort, Darcy",28y 239d,11 (8-0-3 72.73%),9 (0.82),3 (3-0-0 100.00%),3 (1.00)
27,"Gardiner, Darcy",26y 192d,136 (60-0-76 44.12%),5 (0.04),←,
17,"Lyons, Jarryd",29y 254d,162 (93-0-69 57.41%),79 (0.49),70 (49-0-21 70.00%),30 (0.43)
11,"McCarthy, Lincoln",28y 162d,97 (70-0-27 72.16%),104 (1.07),68 (47-0-21 69.12%),79 (1.16)
6,"McCluggage, Hugh",24y 30d,109 (57-0-52 52.29%),67 (0.61),←,
46,"McInerney, Oscar",27y 266d,82 (50-0-32 60.98%),39 (0.48),←,
25,"McStay, Daniel",26y 282d,142 (65-0-77 45.77%),115 (0.81),←,
9,"Neale, Lachie",28y 313d,198 (107-0-91 54.04%),103 (0.52),63 (42-0-21 66.67%),36 (0.57)
16,"Rayner, Cam",22y 163d,66 (37-0-29 56.06%),58 (0.88),←,
10,"Rich, Daniel",31y 299d,249 (103-1-145 41.57%),113 (0.45),←,
5,"Robinson, Mitch",32y 299d,234 (110-1-123 47.22%),121 (0.52),134 (59-0-75 44.03%),63 (0.47)
22,"Sharp, Harry",19y 106d,5 (3-0-2 60.00%),,←,
37,"Starcevich, Brandon",22y 252d,50 (34-0-16 68.00%),2 (0.04),←,
15,"Zorko, Dayne",33y 52d,211 (88-0-123 41.71%),210 (1.00),←,
Totals,Totals,26y 224d,2561 (1313-5-1243 51.27%),1707 (0.67),,
C,"Fagan, Chris",60y 283d,114 (59-0-55 51.75%),,←,
