Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",17,12,,17,10,6.0,,,,,,,3.0,3.0,2.0,,,,,,,,
3,"Bairstow, Mark",19,4,10,29,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
6,"Barnes, John",9,8,11,20,,,9.0,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Bews, Andrew",17,5,10,27,,,,1.0,,,,,3.0,1.0,,,,,,,,,
40,"Brown, Paul",5,3,4,9,2,1.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Colbert, Leigh",3,7,14,17,,,,1.0,,,,,,,,,,,,,,,
7,"Couch, Paul",9,,3,12,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Handley, Steven",4,1,1,5,,,3.0,,,,,,,,,,,,,,,,
42,"Hickmott, Adrian",5,2,7,12,1,,,,,,,,1.0,3.0,,,,,,,,,
29,"Hinkley, Ken",18,7,12,30,1,,,,,,,,1.0,1.0,1.0,,,,,,,,
32,"Hocking, Garry",18,8,22,40,,,,2.0,,,,,2.0,2.0,3.0,,,,,,,,
1,"Hocking, Steve",12,5,13,25,,,,2.0,,,,,1.0,2.0,,,,,,,,,
17,"McGrath, Tim",22,8,7,29,,,,,,,,,2.0,,,,,,,,,,
20,"OReilly, Stephen",7,5,2,9,,,,2.0,,,,,4.0,1.0,,,,,,,,,
24,"Poole, Trevor",14,14,16,30,,,,2.0,,,,,,3.0,,,,,,,,,
15,"Riccardi, Peter",14,4,5,19,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Scott, Robert",9,2,14,23,1,,,1.0,,,,,1.0,5.0,,,,,,,,,
25,"Steele, Darren",10,5,9,19,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
26,"Stoneham, Barry",21,8,4,25,5,3.0,2.0,2.0,,,,,1.0,7.0,,,,,,,,,
11,"Tudor, Leigh",7,2,2,9,,1.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,110,166,406,25,16.0,14.0,19.0,,,,,26.0,36.0,6.0,,,,,,,,
Opposition,Opposition,195,47,97,292,10,12.0,22.0,29.0,,,,,36.0,26.0,,,,,,,,,
