Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",9,2,5,14,,2.0,,,,,,,2.0,2.0,,,,,,,,,
54,"Bizzotto, Frank",4,3,3,7,,,,1.0,,,,,1.0,3.0,,,,,,,,,
18,"Blakey, John",9,3,13,22,,,,,,,,,1.0,3.0,,,,,,,,,
10,"Davis, Brad",1,1,,1,,,5.0,,,,,,,1.0,,,,,,,,,
15,"Donato, David",5,3,3,8,,,,,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",12,2,7,19,,1.0,,1.0,,,,,3.0,,,,,,,,,,
54,"Elliott, Jamie",11,2,6,17,,,,2.0,,,,,2.0,,,,,,,,,,
6,"Ironmonger, John",12,9,10,22,,,22.0,,,,,,2.0,1.0,,,,,,,,,
11,"Lynch, Alastair",12,3,2,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
29,"Lyon, Ross",3,1,5,8,,,,2.0,,,,,1.0,,,,,,,,,,
5,"McCormack, Brendan",11,2,5,16,1,1.0,,,,,,,3.0,2.0,,,,,,,,,
25,"OConnell, David",4,3,,4,1,1.0,7.0,,,,,,,5.0,,,,,,,,,
44,"Osborne, Richard",4,1,1,5,1,1.0,,,,,,,,1.0,,,,,,,,,
28,"Paxman, Stephen",5,2,4,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",25,6,17,42,,,,1.0,,,,,3.0,3.0,1.0,,,,,,,,
20,"Rowe, Duane",14,5,4,18,,,,,,,,,2.0,2.0,,,,,,,,,
33,"Stephens, Brett",12,2,6,18,,,,,,,,,1.0,1.0,,,,,,,,,
13,"Stevenson, Shayne",6,2,,6,,,,,,,,,,1.0,,,,,,,,,
12,"Wheildon, Darren",6,1,2,8,,,,,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",6,,6,12,,,,,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,53,99,270,3,8.0,34.0,11.0,,,,,26.0,30.0,1.0,,,,,,,,
Opposition,Opposition,247,60,135,382,17,23.0,21.0,9.0,,,,,30.0,26.0,5.0,,,,,,,,
