Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",10,5,8,18,,,,2.0,1.0,3.0,4.0,2.0,2.0,1.0,,11.0,8.0,,,4.0,,,80.0
22,"Breust, Luke",5,1,6,11,2,1.0,,11.0,,1.0,,5.0,4.0,4.0,,7.0,5.0,,,,1.0,,80.0
9,"Burgoyne, Shaun",10,3,10,20,2,,,4.0,2.0,1.0,,1.0,,,,8.0,13.0,,,5.0,,,83.0
6,"Gibson, Josh",4,1,5,9,,,,2.0,2.0,,,3.0,2.0,1.0,,5.0,6.0,,,9.0,,,100.0
18,"Guerra, Brent",10,5,5,15,,,,2.0,5.0,,,1.0,2.0,1.0,,5.0,11.0,1.0,,2.0,,,82.0
19,"Gunston, Jack",9,4,5,14,4,,,2.0,1.0,1.0,1.0,,,,,6.0,7.0,,2.0,,,1.0,79.0
20,"Hale, David",8,2,9,17,1,1.0,32.0,4.0,2.0,3.0,3.0,3.0,,3.0,,11.0,5.0,1.0,1.0,3.0,,,82.0
15 ↓,"Hodge, Luke",6,3,3,9,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,3.0,7.0,,1.0,,,,60.0
3,"Lewis, Jordan",10,1,6,16,1,1.0,1.0,4.0,,2.0,2.0,2.0,1.0,,,7.0,10.0,,,3.0,,2.0,91.0
5,"Mitchell, Sam",8,4,16,24,,,,5.0,1.0,3.0,10.0,1.0,,,,13.0,12.0,,1.0,2.0,,,87.0
28,"Puopolo, Paul",8,1,3,11,2,1.0,,3.0,,4.0,,1.0,1.0,,,3.0,6.0,,1.0,2.0,,,77.0
33,"Rioli, Cyril",13,2,5,18,2,2.0,,6.0,,6.0,1.0,,1.0,,,8.0,11.0,1.0,1.0,3.0,2.0,1.0,86.0
2,"Roughead, Jarryd",10,3,11,21,1,,17.0,2.0,1.0,3.0,5.0,1.0,3.0,,,14.0,8.0,1.0,1.0,2.0,,2.0,86.0
21 ↑,"Savage, Shane",3,1,1,4,,,,2.0,,1.0,,,1.0,,,2.0,1.0,,,,,,26.0
25,"Schoenmakers, Ryan",3,2,3,6,,,,4.0,3.0,,,1.0,,1.0,,2.0,4.0,,,2.0,,,98.0
12,"Sewell, Brad",13,1,13,26,1,,,2.0,1.0,3.0,5.0,2.0,,1.0,1.0,11.0,14.0,,,4.0,,,80.0
26,"Shiels, Liam",11,2,4,15,,,,9.0,1.0,4.0,2.0,2.0,,,,7.0,9.0,1.0,,,1.0,,86.0
16,"Smith, Isaac",9,5,3,12,,1.0,3.0,6.0,,4.0,,1.0,3.0,1.0,,5.0,7.0,,,,1.0,2.0,86.0
24,"Stratton, Ben",8,3,1,9,,,,2.0,1.0,,1.0,1.0,2.0,1.0,,3.0,6.0,,,5.0,,,97.0
4,"Suckling, Matt",7,4,6,13,,1.0,,2.0,1.0,1.0,2.0,,,,,5.0,8.0,,,,1.0,,77.0
37,"Whitecross, Brendan",14,4,5,19,1,,,3.0,3.0,4.0,6.0,1.0,2.0,,,11.0,9.0,,1.0,2.0,,2.0,88.0
11,"Young, Clinton",16,7,5,21,,1.0,,1.0,2.0,5.0,,4.0,2.0,,,3.0,18.0,,,,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,64,133,328,17,14.0,56.0,79.0,28.0,50.0,43.0,32.0,26.0,14.0,1.0,150.0,185.0,5.0,9.0,48.0,6.0,10.0,
Opposition,Opposition,180,84,127,307,18,10.0,31.0,71.0,27.0,51.0,39.0,45.0,14.0,26.0,5.0,135.0,179.0,17.0,16.0,42.0,4.0,12.0,
