Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",21y 356d,40 (23-0-17 57.50%),34 (0.85),15 (11-0-4 73.33%),12 (0.80)
21,"Barry, Leo",22y 52d,47 (28-0-19 59.57%),34 (0.72),←,
17,"Bomford, Andrew",24y 356d,21 (8-0-13 38.10%),7 (0.33),8 (3-0-5 37.50%),2 (0.25)
15,"Carey, Stefan",23y 166d,43 (24-1-18 56.98%),22 (0.51),←,
8,"Cresswell, Daryn",28y 49d,155 (64-1-90 41.61%),127 (0.82),←,
28,"Crouch, Jared",21y 127d,33 (18-0-15 54.55%),5 (0.15),←,
6,"Dunkley, Andrew",31y 11d,154 (64-2-88 42.21%),9 (0.06),←,
10,"Filandia, Peter",29y 57d,74 (38-1-35 52.03%),48 (0.65),61 (31-1-29 51.64%),34 (0.56)
37,"Goodes, Adam",19y 183d,15 (8-0-7 53.33%),15 (1.00),←,
14,"Kelly, Paul",29y 347d,190 (70-3-117 37.63%),156 (0.82),←,
4,"Lockett, Tony",33y 123d,270 (121-1-148 45.00%),1320 (4.89),87 (53-1-33 61.49%),422 (4.85)
34,"Luff, Troy",29y 230d,115 (54-2-59 47.83%),72 (0.63),←,
11,"Maxfield, Stuart",27y 92d,174 (88-2-84 51.15%),107 (0.61),85 (53-1-31 62.94%),42 (0.49)
13,"McPherson, Daniel",24y 5d,60 (35-1-24 59.17%),11 (0.18),←,
23,"Nicks, Matthew",24y 58d,65 (39-0-26 60.00%),25 (0.38),←,
16,"OConnor, Ryan",25y 13d,72 (36-3-33 52.08%),47 (0.65),9 (4-0-5 44.44%),
19,"OLoughlin, Michael",22y 140d,95 (56-1-38 59.47%),116 (1.22),←,
25,"Russell, Scott",29y 64d,197 (105-3-89 54.06%),115 (0.58),15 (8-0-7 53.33%),8 (0.53)
22,"Saddington, Jason",19y 260d,37 (21-0-16 56.76%),14 (0.38),←,
2,"Schwass, Wayne",30y 225d,221 (123-0-98 55.66%),125 (0.57),37 (22-0-15 59.46%),28 (0.76)
7,"Seymour, Brad",23y 68d,85 (45-1-39 53.53%),5 (0.06),←,
20,"Stevens, John",28y 25d,51 (31-0-20 60.78%),29 (0.57),←,
Totals,Totals,25y 303d,2214 (1099-22-1093 49.64%),2443 (1.10),,
C,"Eade, Rodney",41y 97d,87 (53-1-33 61.49%),,←,
