Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Dyson, Kevin",27y 73d,43 (23-0-20 53.49%),20 (0.47),←,
20,"Febey, Matthew",24y 331d,44 (22-0-22 50.00%),14 (0.32),←,
21,"Febey, Steven",24y 331d,124 (69-0-55 55.65%),19 (0.15),←,
24,"Gilbert, Phil",24y 243d,22 (9-0-13 40.91%),5 (0.23),←,
22,"Hilton, Jeff",22y 50d,16 (11-0-5 68.75%),12 (0.75),10 (7-0-3 70.00%),6 (0.60)
13,"Jakovich, Allen",26y 117d,47 (25-0-22 53.19%),201 (4.28),←,
7,"Kowal, Darren",22y 28d,28 (18-0-10 64.29%),22 (0.79),←,
16,"Lovell, Andy",23y 353d,92 (44-1-47 48.37%),113 (1.23),←,
17,"Lovett, Brett",28y 57d,176 (100-1-75 57.10%),25 (0.14),←,
6,"Lovett, Glenn",24y 358d,74 (32-0-42 43.24%),49 (0.66),←,
3,"Lyon, Garry",26y 306d,163 (95-1-67 58.59%),241 (1.48),←,
9,"Neitz, David",19y 175d,36 (18-0-18 50.00%),19 (0.53),←,
25,"Norrish, Jason",22y 171d,14 (7-0-7 50.00%),2 (0.14),←,
10,"Pike, Martin",21y 244d,16 (5-0-11 31.25%),6 (0.38),←,
19,"Prymke, Paul",23y 220d,15 (7-0-8 46.67%),1 (0.07),←,
5,"Schwarz, David",21y 357d,53 (20-1-32 38.68%),68 (1.28),←,
11,"Stynes, Jim",28y 84d,169 (96-1-72 57.10%),109 (0.64),←,
2,"Tingay, Stephen",23y 337d,92 (51-0-41 55.43%),43 (0.47),←,
12,"Viney, Todd",28y 108d,134 (69-1-64 51.87%),56 (0.42),←,
27,"Wight, Sean",30y 123d,120 (66-0-54 55.00%),63 (0.52),←,
8,"Yeats, Graeme",29y 298d,171 (93-1-77 54.68%),45 (0.26),←,
Totals,Totals,25y 16d,1649 (880-7-762 53.37%),1133 (0.69),,
C,"Balme, Neil",42y 182d,36 (18-0-18 50.00%),,←,
