Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,1,5,12,1,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,5.0,7.0,,,1.0,,,50.0
10,"Ballard, Charlie",8,2,3,11,,,,,4.0,1.0,,3.0,,,,6.0,5.0,1.0,,8.0,1.0,,87.0
3,"Bowes, Jack",6,,5,11,1,,,6.0,,1.0,1.0,4.0,,4.0,,8.0,6.0,,,1.0,,,85.0
29,"Burgess, Chris",1,1,5,6,,,,2.0,1.0,,1.0,1.0,,,,3.0,3.0,,,8.0,,,87.0
19,"Corbett, Josh",4,2,3,7,,1.0,,5.0,,2.0,,1.0,,1.0,,6.0,1.0,1.0,1.0,,,,83.0
8,"Fiorini, Brayden",23,7,6,29,,,,5.0,4.0,7.0,4.0,4.0,,,,8.0,21.0,,1.0,,,1.0,80.0
5,"Harbrow, Jarrod",6,1,3,9,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,6.0,,,3.0,,,83.0
39,"Holman, Nick",6,1,6,12,,1.0,,14.0,1.0,3.0,2.0,,,,,5.0,5.0,,,1.0,,,89.0
20,"Hombsch, Jack",5,5,3,8,,,,1.0,1.0,,,,,,,5.0,3.0,2.0,,9.0,,,98.0
38,"Joyce, Jesse",13,4,5,18,,,,4.0,3.0,,3.0,2.0,1.0,,,6.0,12.0,,,4.0,1.0,,85.0
34,"King, Ben",2,1,3,5,,,,1.0,,2.0,,1.0,,,,3.0,2.0,1.0,,,,1.0,76.0
41,"Lukosius, Jack",8,4,1,9,,,,3.0,,2.0,2.0,,,,,1.0,6.0,,1.0,1.0,,,74.0
44,"Macpherson, Darcy",15,2,7,22,,1.0,,7.0,1.0,5.0,4.0,2.0,3.0,,,12.0,9.0,1.0,,1.0,1.0,1.0,77.0
4,"Martin, Jack",16,1,4,20,1,1.0,,8.0,1.0,3.0,8.0,5.0,3.0,1.0,,12.0,6.0,,,1.0,,,83.0
2,"Miles, Anthony",11,3,12,23,,,,5.0,4.0,4.0,7.0,1.0,4.0,,,12.0,10.0,,,1.0,,1.0,67.0
31,"Murdoch, Jordan",12,2,5,17,,,,5.0,5.0,1.0,1.0,3.0,,1.0,,7.0,6.0,,,2.0,,,85.0
27,"Powell, Wil",8,7,8,16,,1.0,,2.0,3.0,1.0,2.0,4.0,1.0,1.0,,6.0,10.0,1.0,,2.0,,,85.0
6,"Sexton, Alex",7,4,,7,3,2.0,,3.0,,1.0,,3.0,1.0,1.0,,2.0,5.0,1.0,3.0,1.0,,,91.0
24,"Swallow, David",19,3,10,29,1,,,4.0,2.0,4.0,13.0,5.0,,1.0,2.0,19.0,7.0,,1.0,2.0,,,81.0
14,"Weller, Lachie",16,2,11,27,,,,3.0,9.0,2.0,,3.0,1.0,,,5.0,16.0,,,,2.0,,87.0
28,"Witts, Jarrod",8,3,7,15,1,,51.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,,10.0,6.0,,1.0,,,,81.0
30,"Wright, Peter",7,3,3,10,1,,8.0,4.0,1.0,1.0,1.0,1.0,1.0,,,4.0,5.0,,,3.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,59,115,323,9,10.0,59.0,88.0,44.0,45.0,56.0,49.0,19.0,13.0,2.0,148.0,157.0,8.0,8.0,49.0,5.0,4.0,
Opposition,Opposition,217,76,148,365,13,13.0,46.0,94.0,36.0,58.0,39.0,50.0,13.0,19.0,4.0,166.0,191.0,10.0,11.0,60.0,6.0,9.0,
