Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
6,"Anderson, Stuart",24y 8d,70 (45-0-25 64.29%),23 (0.33),9 (3-0-6 33.33%),3 (0.33)
32,"Bond, Chris",29y 160d,137 (64-1-72 47.08%),44 (0.32),15 (6-0-9 40.00%),4 (0.27)
18,"Brown, Michael",21y 288d,18 (5-0-13 27.78%),10 (0.56),←,
24,"Burton, Matthew",28y 47d,56 (21-0-35 37.50%),23 (0.41),←,
42,"Callaghan, Craig",22y 118d,63 (21-0-42 33.33%),45 (0.71),←,
46,"Carroll, Trent",20y 68d,12 (4-0-8 33.33%),,←,
13,"Chisholm, Scott",25y 38d,57 (23-0-34 40.35%),21 (0.37),←,
31,"Clement, James",21y 304d,47 (18-0-29 38.30%),28 (0.60),←,
37,"Gale, Mark",22y 59d,36 (14-0-22 38.89%),8 (0.22),←,
22,"Godden, Tony",26y 77d,21 (11-0-10 52.38%),14 (0.67),8 (3-0-5 37.50%),6 (0.75)
17,"Holland, Brodie",18y 183d,7 (2-0-5 28.57%),7 (1.00),←,
14,"Hunter, Kingsley",23y 39d,37 (14-0-23 37.84%),78 (2.11),←,
11,"Kickett, Dale",30y 62d,122 (53-0-69 43.44%),53 (0.43),76 (30-0-46 39.47%),13 (0.17)
28,"Koops, Steven",19y 346d,14 (4-0-10 28.57%),14 (1.00),←,
34,"Maher, Paul",22y 24d,1 (0-0-1 0.00%),1 (1.00),←,
43,"McGovern, Andrew",30y 89d,76 (28-1-47 37.50%),9 (0.12),56 (24-0-32 42.86%),2 (0.04)
16,"Michael, Clem",21y 354d,5 (2-0-3 40.00%),,←,
25,"Norrish, Jason",26y 160d,77 (34-0-43 44.16%),12 (0.16),57 (22-0-35 38.60%),10 (0.18)
10,"OReilly, Stephen",25y 238d,110 (49-0-61 44.55%),10 (0.09),74 (28-0-46 37.84%),5 (0.07)
23,"Parker, Shane",25y 137d,60 (24-0-36 40.00%),3 (0.05),←,
15,"Sinclair, Jess",19y 313d,22 (8-0-14 36.36%),10 (0.45),←,
1,"Toia, Luke",20y 224d,41 (16-0-25 39.02%),26 (0.63),←,
Totals,Totals,23y 318d,1089 (460-2-627 42.24%),439 (0.40),,
C,"Neesham, Gerard",43y 206d,81 (31-0-50 38.27%),,←,
