Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Curley, Todd",2,2,2,4,1,,,,,,,,1.0,,,,,,,,,,
14,"Darcy, Luke",5,5,4,9,1,,,,,,,,,,,,,,,,,,
28,"Dimattina, Paul",18,7,5,23,,,,,,,,,1.0,2.0,,,,,,,,,
32,"Ellis, Craig",2,1,1,3,,,,,,,,,,,,,,,,,,,
3,"Grant, Chris",11,2,6,17,1,,,2.0,,,,,2.0,,,,,,,,,,
1,"Grgic, Ilija",2,1,3,5,1,1.0,2.0,1.0,,,,,,,,,,,,,,,
37,"Hargraves, Daniel",12,9,2,14,3,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
6,"Johnson, Brad",19,8,9,28,,,,1.0,,,,,2.0,,,,,,,,,,
4,"Kellett, Nigel",2,1,1,3,,,,,,,,,,1.0,,,,,,,,,
35,"Kretiuk, Steven",14,6,3,17,,,,,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",14,5,15,29,,,,7.0,,,,,3.0,1.0,,,,,,,,,
44,"Osborne, Richard",12,6,4,16,3,1.0,,2.0,,,,,,,3.0,,,,,,,,
22,"Quill, Peter",12,3,8,20,,,,,,,,,,2.0,,,,,,,,,
36,"Romero, Jose",18,4,16,34,1,,,2.0,,,,,1.0,1.0,2.0,,,,,,,,
5,"Smith, Rohan",10,10,6,16,1,2.0,,,,,,,,1.0,,,,,,,,,
8,"Southern, Daniel",7,7,11,18,,,,2.0,,,,,,,,,,,,,,,
24,"Wallis, Stephen",16,9,9,25,,,,3.0,,,,,2.0,1.0,,,,,,,,,
25,"Watts, Jason",11,8,3,14,6,3.0,,,,,,,1.0,,,,,,,,,,
7,"West, Scott",17,4,22,39,,1.0,,3.0,,,,,3.0,1.0,1.0,,,,,,,,
45,"Wira, Brad",14,7,4,18,,,,,,,,,,1.0,,,,,,,,,
15,"Wynd, Scott",1,2,9,10,,,14.0,,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,107,143,362,18,11.0,16.0,26.0,,,,,19.0,16.0,6.0,,,,,,,,
Opposition,Opposition,178,61,125,303,11,13.0,12.0,22.0,,,,,16.0,19.0,,,,,,,,,
