Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
21,"Bell, Daniel",20y 44d,12 (7-0-5 58.33%),,←,
3,"Bizzell, Clint",28y 333d,143 (63-1-79 44.41%),79 (0.55),68 (31-0-37 45.59%),7 (0.10)
25,"Brown, Nathan",28y 286d,106 (53-0-53 50.00%),28 (0.26),←,
32,"Bruce, Cameron",25y 239d,113 (59-0-54 52.21%),143 (1.27),←,
36,"Davey, Aaron",21y 351d,29 (19-0-10 65.52%),44 (1.52),←,
35,"Ferguson, Ryan",23y 240d,26 (12-0-14 46.15%),2 (0.08),←,
30,"Godfrey, Simon",24y 221d,66 (29-0-37 43.94%),10 (0.15),←,
18,"Green, Brad",24y 75d,114 (60-0-54 52.63%),171 (1.50),←,
4,"Holland, Ben",28y 17d,151 (78-0-73 51.66%),156 (1.03),26 (16-0-10 61.54%),32 (1.23)
40,"Jamar, Mark",21y 291d,18 (8-0-10 44.44%),3 (0.17),←,
16,"Johnstone, Travis",24y 314d,111 (55-0-56 49.55%),86 (0.77),←,
23,"McDonald, James",28y 234d,142 (69-0-73 48.59%),39 (0.27),←,
5,"McLean, Brock",19y 77d,19 (13-0-6 68.42%),8 (0.42),←,
7,"Miller, Brad",21y 325d,50 (25-0-25 50.00%),16 (0.32),←,
22,"Moloney, Brent",21y 119d,31 (18-1-12 59.68%),7 (0.23),8 (6-0-2 75.00%),1 (0.13)
8,"Nicholson, Alistair",27y 84d,100 (52-0-48 52.00%),3 (0.03),←,
24,"Robertson, Russell",26y 184d,154 (77-0-77 50.00%),246 (1.60),←,
12,"Sylvia, Colin",19y 200d,12 (8-0-4 66.67%),6 (0.50),←,
31,"Wheatley, Paul",24y 45d,80 (45-0-35 56.25%),23 (0.29),←,
45,"Whelan, Matthew",25y 195d,93 (47-0-46 50.54%),10 (0.11),←,
34,"White, Jeff",28y 97d,194 (96-0-98 49.48%),84 (0.43),162 (83-0-79 51.23%),66 (0.41)
13,"Yze, Adem",27y 248d,220 (101-0-119 45.91%),176 (0.80),←,
Totals,Totals,24y 242d,1984 (994-2-988 50.10%),1340 (0.68),,
C,"Daniher, Neale",44y 101d,173 (87-0-86 50.29%),,←,
