Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",13,10,1,14,1,,,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,5.0,10.0,1.0,,2.0,,,89.0
16,"Brown, Leigh",7,9,8,15,1,,,,4.0,,1.0,4.0,1.0,3.0,,4.0,11.0,,1.0,4.0,1.0,,100.0
2,"Colbert, Leigh",13,10,10,23,,,,1.0,8.0,1.0,,2.0,2.0,,,5.0,18.0,1.0,,4.0,,,100.0
24,"Firrito, Michael",3,,4,7,,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,5.0,,,,,,80.0
6,"Grant, Shannon",11,4,5,16,1,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,7.0,9.0,,2.0,,,4.0,89.0
31,"Hale, David",5,5,2,7,,,9.0,1.0,,,,,1.0,,,2.0,5.0,1.0,,6.0,,,99.0
39,"Harding, Leigh",14,10,1,15,3,1.0,,2.0,2.0,6.0,,1.0,2.0,1.0,1.0,6.0,10.0,2.0,4.0,,,1.0,83.0
4,"Harris, Daniel",9,4,7,16,2,,,3.0,,2.0,4.0,,1.0,,,8.0,8.0,,,,,,63.0
29,"Harvey, Brent",20,3,10,30,,2.0,,1.0,2.0,6.0,7.0,1.0,,,3.0,7.0,22.0,,,1.0,3.0,,82.0
21,"Jones, Corey",10,6,6,16,1,1.0,,2.0,,5.0,,,,,,7.0,9.0,1.0,1.0,2.0,,2.0,87.0
40,"LeCras, Brent",2,2,2,4,1,,,,,2.0,,1.0,,1.0,,2.0,2.0,,,,,,61.0
35,"Makepeace, Troy",8,3,6,14,,,,2.0,8.0,1.0,1.0,,,,,5.0,8.0,,,4.0,8.0,,100.0
19,"Motlop, Daniel",4,3,3,7,,,,,,3.0,,2.0,,,,4.0,3.0,,,1.0,2.0,1.0,61.0
20,"Petrie, Drew",5,3,1,6,,,12.0,7.0,4.0,,2.0,,,,,2.0,4.0,,,5.0,,,84.0
25,"Picioane, Lance",5,5,3,8,,,,1.0,,,,,,,,2.0,6.0,,,2.0,,,41.0
3,"Rawlings, Brady",9,2,6,15,1,,,3.0,,3.0,,2.0,,1.0,,2.0,13.0,,1.0,3.0,,,74.0
7,"Simpson, Adam",13,7,8,21,,,,2.0,,4.0,3.0,2.0,,,,6.0,16.0,,,3.0,,,66.0
9,"Sinclair, Jess",15,7,3,18,,,,6.0,6.0,2.0,,1.0,1.0,,,2.0,16.0,,,1.0,5.0,,78.0
10,"Smith, Jesse",4,3,3,7,,,,2.0,3.0,,,1.0,,1.0,,2.0,5.0,,,1.0,,,67.0
23,"Thompson, Nathan",8,6,,8,5,1.0,,1.0,,1.0,,,1.0,,2.0,3.0,5.0,1.0,5.0,,,,95.0
36,"Watt, Shannon",5,6,6,11,,,,,5.0,,,2.0,,,,2.0,9.0,,1.0,9.0,,,100.0
8,"Wells, Daniel",11,4,5,16,1,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,4.0,11.0,,,1.0,5.0,2.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,112,100,294,17,7.0,22.0,39.0,48.0,46.0,22.0,25.0,12.0,13.0,6.0,89.0,205.0,7.0,15.0,49.0,24.0,10.0,
Opposition,Opposition,190,102,136,326,10,20.0,24.0,18.0,31.0,60.0,25.0,37.0,13.0,12.0,,104.0,223.0,11.0,16.0,32.0,21.0,6.0,
