Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
1,"Chapman, Nathan",23y 36d,71 (19-1-51 27.46%),15 (0.21),11 (1-0-10 9.09%),2 (0.18)
17,"Chick, Daniel",22y 122d,55 (21-1-33 39.09%),54 (0.98),←,
23,"Crawford, Justin",21y 84d,38 (18-1-19 48.68%),29 (0.76),21 (7-0-14 33.33%),18 (0.86)
9,"Crawford, Shane",23y 276d,105 (48-1-56 46.19%),81 (0.77),←,
32,"Dixon, Ben",20y 363d,22 (8-0-14 36.36%),29 (1.32),←,
19,"Dunstall, Jason",33y 302d,266 (175-1-90 65.98%),1248 (4.69),←,
34,"Graham, Mark",25y 91d,92 (38-1-53 41.85%),31 (0.34),←,
5,"Harford, Daniel",21y 85d,65 (24-0-41 36.92%),25 (0.38),←,
13,"Hassall, Jon",24y 302d,76 (27-2-47 36.84%),13 (0.17),26 (8-0-18 30.77%),1 (0.04)
3,"Hay, Jonathan",18y 303d,14 (2-0-12 14.29%),2 (0.14),←,
2,"Holland, Nick",23y 318d,67 (25-1-41 38.06%),78 (1.16),←,
11,"Kappler, Darren",33y 140d,182 (58-1-123 32.14%),150 (0.82),36 (13-1-22 37.50%),25 (0.69)
38,"Kilmartin, Haydon",24y 325d,7 (2-0-5 28.57%),,←,
14,"Krummel, Brendan",25y 353d,51 (21-0-30 41.18%),30 (0.59),41 (15-0-26 36.59%),27 (0.66)
37,"Lekkas, Angelo",21y 348d,37 (11-0-26 29.73%),4 (0.11),←,
15,"Lord, Aaron",22y 326d,66 (33-1-32 50.76%),51 (0.77),34 (10-0-24 29.41%),32 (0.94)
7,"McCabe, Luke",21y 306d,40 (16-0-24 40.00%),3 (0.08),←,
10,"Robran, Jonathon",25y 234d,47 (18-0-29 38.30%),4 (0.09),←,
4,"Salmon, Paul",33y 143d,258 (141-3-114 55.23%),529 (2.05),49 (18-1-30 37.76%),20 (0.41)
29,"Tallis, Rayden",23y 3d,61 (23-0-38 37.70%),10 (0.16),←,
6,"Taylor, Richard",24y 333d,65 (25-1-39 39.23%),29 (0.45),←,
8,"Treleven, Craig",27y 363d,48 (19-1-28 40.63%),13 (0.27),←,
Totals,Totals,24y 284d,1733 (772-16-945 44.55%),2428 (1.40),,
C,"Judge, Ken",40y 148d,57 (21-1-35 37.72%),,←,
