Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",11,8,,11,7,3.0,1.0,,,,,,1.0,,,,,,,,,,
27,"Bews, Andrew",16,3,6,22,,2.0,,,,,,,,,,,,,,,,,
31,"Bourke, Tim",1,,,1,,,4.0,,,,,,,,,,,,,,,,
16,"Brownless, Bill",15,7,12,27,,,1.0,1.0,,,,,1.0,2.0,3.0,,,,,,,,
36,"Cameron, David",11,2,2,13,4,5.0,,,,,,,2.0,1.0,,,,,,,,,
7,"Couch, Paul",18,3,16,34,3,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,
28,"Darcy, Tim",9,3,7,16,,,,1.0,,,,,2.0,,,,,,,,,,
18,"Denham, Sean",3,1,8,11,,,,2.0,,,,,,3.0,,,,,,,,,
14,"Flanigan, Darren",6,1,4,10,,,17.0,,,,,,,1.0,,,,,,,,,
48,"Gurrie, Michael",12,4,1,13,,,,3.0,,,,,,,,,,,,,,,
32,"Hocking, Garry",11,2,6,17,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Hocking, Steve",11,3,10,21,,,,2.0,,,,,,,,,,,,,,,
12,"Malakellis, Spiro",15,4,8,23,,2.0,,1.0,,,,,2.0,1.0,,,,,,,,,
38,"McCrabb, Austin",13,3,10,23,,,,2.0,,,,,2.0,2.0,,,,,,,,,
11,"Morgan, Darren",2,,3,5,1,,,1.0,,,,,,,,,,,,,,,
24,"Poole, Trevor",12,6,6,18,2,,,,,,,,3.0,1.0,,,,,,,,,
20,"Rogers, Andrew",6,4,4,10,,,,2.0,,,,,,1.0,,,,,,,,,
8,"Scott, Robert",13,2,2,15,1,3.0,,,,,,,,,,,,,,,,,
9,"Sterrett, Ray",13,5,10,23,1,3.0,,2.0,,,,,,2.0,,,,,,,,,
26,"Stoneham, Barry",10,10,8,18,1,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,71,123,331,20,23.0,24.0,21.0,,,,,17.0,18.0,5.0,,,,,,,,
Opposition,Opposition,191,66,127,318,15,22.0,16.0,46.0,,,,,18.0,17.0,1.0,,,,,,,,
