Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",22y 123d,41 (19-0-22 46.34%),16 (0.39),←,
31,"Fritsch, Bayley",21y 157d,7 (5-0-2 71.43%),7 (1.00),←,
11,"Gawn, Max",26y 133d,82 (31-0-51 37.80%),43 (0.52),←,
19,"Hannan, Mitch",24y 64d,24 (15-0-9 62.50%),29 (1.21),←,
4,"Harmes, James",22y 219d,52 (26-0-26 50.00%),31 (0.60),←,
14,"Hibberd, Michael",28y 129d,110 (55-1-54 50.45%),13 (0.12),26 (15-0-11 57.69%),2 (0.08)
1,"Hogan, Jesse",23y 89d,59 (25-0-34 42.37%),125 (2.12),←,
39,"Jetta, Neville",28y 89d,124 (42-2-80 34.68%),24 (0.19),←,
2,"Jones, Nathan",30y 112d,247 (72-3-172 29.76%),119 (0.48),←,
8,"Lever, Jake",22y 68d,64 (43-0-21 67.19%),3 (0.05),8 (5-0-3 62.50%),
6,"Lewis, Jordan",32y 18d,290 (186-1-103 64.31%),151 (0.52),26 (17-0-9 65.38%),6 (0.23)
28,"McDonald, Oscar",22y 55d,45 (25-0-20 55.56%),,←,
25,"McDonald, Tom",25y 236d,129 (43-0-86 33.33%),40 (0.31),←,
18,"Melksham, Jake",26y 256d,141 (68-1-72 48.58%),85 (0.60),27 (16-0-11 59.26%),28 (1.04)
30,"Neal-Bullen, Alex",22y 123d,42 (21-0-21 50.00%),30 (0.71),←,
13,"Oliver, Clayton",20y 294d,43 (24-0-19 55.81%),14 (0.33),←,
5,"Petracca, Christian",22y 128d,46 (23-0-23 50.00%),41 (0.89),←,
3,"Salem, Christian",22y 301d,53 (21-0-32 39.62%),16 (0.30),←,
9,"Spargo, Charlie",18y 168d,3 (3-0-0 100.00%),5 (1.67),←,
12,"Tyson, Dom",24y 338d,96 (34-0-62 35.42%),43 (0.45),83 (33-0-50 39.76%),39 (0.47)
23,"Vince, Bernie",32y 222d,220 (102-0-118 46.36%),113 (0.51),91 (34-0-57 37.36%),33 (0.36)
26,"Weideman, Sam",20y 320d,14 (8-0-6 57.14%),8 (0.57),←,
Totals,Totals,24y 215d,1932 (891-8-1033 46.12%),956 (0.49),,
C,"Goodwin, Simon",41y 137d,31 (17-0-14 54.84%),,30 (17-0-13 56.67%),
