Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",20y 180d,16 (11-0-5 68.75%),1 (0.06),←,
21,"Akermanis, Jason",31y 40d,270 (162-5-103 60.93%),334 (1.24),22 (11-1-10 52.27%),27 (1.23)
5,"Boyd, Matthew",25y 221d,93 (41-1-51 44.62%),29 (0.31),←,
33,"Callan, Tim",24y 89d,17 (12-0-5 70.59%),3 (0.18),2 (2-0-0 100.00%),
17,"Cooney, Adam",22y 187d,90 (41-1-48 46.11%),92 (1.02),←,
4,"Cross, Daniel",25y 5d,88 (38-2-48 44.32%),17 (0.19),←,
13,"Giansiracusa, Daniel",26y 24d,128 (51-3-74 41.02%),122 (0.95),←,
9,"Gilbee, Lindsay",26y 271d,119 (54-1-64 45.80%),65 (0.55),←,
16,"Griffen, Ryan",21y 252d,54 (31-0-23 57.41%),20 (0.37),←,
8,"Hahn, Mitch",26y 330d,115 (49-1-65 43.04%),82 (0.71),←,
40,"Harbrow, Jarrod",19y 261d,12 (8-0-4 66.67%),5 (0.42),←,
25,"Hargrave, Ryan",26y 253d,119 (50-3-66 43.28%),32 (0.27),←,
20,"Hill, Josh",19y 76d,4 (3-0-1 75.00%),6 (1.50),←,
15,"Hudson, Ben",29y 40d,58 (35-0-23 60.34%),6 (0.10),3 (3-0-0 100.00%),
6,"Johnson, Brad",31y 261d,302 (140-6-156 47.35%),470 (1.56),←,
36,"Lake, Brian",26y 37d,100 (41-1-58 41.50%),9 (0.09),←,
27,"Minson, Will",22y 359d,44 (25-0-19 56.82%),14 (0.32),←,
38,"Morris, Dale",25y 97d,65 (36-1-28 56.15%),1 (0.02),←,
2,"Murphy, Robert",25y 300d,130 (51-3-76 40.38%),100 (0.77),←,
28,"Welsh, Scott",29y 119d,168 (99-0-69 58.93%),308 (1.83),3 (3-0-0 100.00%),8 (2.67)
7,"West, Scott",33y 142d,323 (151-5-167 47.52%),104 (0.32),←,
37,"Wight, Cameron",22y 365d,29 (12-0-17 41.38%),5 (0.17),←,
Totals,Totals,25y 211d,2344 (1141-33-1170 48.68%),1825 (0.78),,
C,"Eade, Rodney",50y,223 (118-3-102 53.59%),,71 (37-1-33 52.82%),
