Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Brownless, Bill",5,3,2.0,7,2.0,,,,,,,,1.0,,,,,,,,,,
8,"Burns, Ronnie",4,2,5.0,9,,1.0,,2.0,,,,,1.0,,,,,,,,,,
2,"Colbert, Leigh",17,8,3.0,20,2.0,,,1.0,,,,,4.0,2.0,,,,,,,,,
33,"Corrigan, Paul",4,1,2.0,6,,1.0,,1.0,,,,,,,,,,,,,,,
36,"Graham, Ben",12,3,4.0,16,,,2.0,1.0,,,,,,1.0,,,,,,,,,
19,"Hall, Derek",7,8,9.0,16,,,,1.0,,,,,2.0,,,,,,,,,,
32,"Hocking, Garry",16,6,10.0,26,2.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Houlihan, Adam",1,1,,1,,,,,,,,,,1.0,,,,,,,,,
13,"Kilpatrick, Glenn",17,6,5.0,22,,2.0,,2.0,,,,,,,,,,,,,,,
1,"King, Steven",10,5,7.0,17,2.0,1.0,12.0,,,,,,3.0,3.0,,,,,,,,,
18,"Lynch, Paul",18,6,9.0,27,3.0,,,1.0,,,,,4.0,,3.0,,,,,,,,
21,"Mansfield, Michael",6,8,10.0,16,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
17,"McGrath, Tim",3,1,2.0,5,,,,,,,,,1.0,,,,,,,,,,
28,"McKinnon, Martin",6,2,1.0,7,1.0,,,,,,,,2.0,,,,,,,,,,
23,"Pickering, Liam",18,3,9.0,27,,,,3.0,,,,,1.0,2.0,2.0,,,,,,,,
15,"Riccardi, Peter",13,5,5.0,18,,,,,,,,,1.0,,,,,,,,,,
27,"Sanderson, Brenton",11,6,7.0,18,2.0,,,2.0,,,,,2.0,1.0,,,,,,,,,
12,"Sholl, Brad",11,5,8.0,19,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Steinfort, Carl",4,1,2.0,6,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,
26,"Stoneham, Barry",8,9,6.0,14,,,1.0,4.0,,,,,,5.0,,,,,,,,,
10,"Tanner, Grant",10,3,6.0,16,,,,2.0,,,,,1.0,,,,,,,,,,
Totals,Totals,201,92,112.0,313,17.0,8.0,15.0,24.0,,,,,26.0,21.0,6.0,,,,,,,,
Opposition,Opposition,148,41,80.0,228,7.0,12.0,15.0,37.0,,,,,21.0,26.0,,,,,,,,,
