Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",3,2,5,8,1,1.0,6.0,2.0,,,3.0,1.0,2.0,1.0,,5.0,3.0,1.0,1.0,,,,
16,"Barnard, Paul",12,5,,12,4,1.0,,1.0,,5.0,,,,1.0,,2.0,11.0,2.0,1.0,,,,
22,"Barnes, John",10,7,5,15,,,9.0,1.0,,2.0,2.0,1.0,1.0,,,6.0,9.0,1.0,,2.0,,,
8,"Bewick, Darren",7,,3,10,1,,,,,1.0,2.0,1.0,,,,4.0,6.0,,,1.0,,,
32,"Blumfield, Justin",14,5,9,23,1,2.0,1.0,2.0,1.0,7.0,3.0,1.0,,,,11.0,12.0,4.0,1.0,2.0,,,
33,"Caracella, Blake",13,6,8,21,3,,,4.0,,5.0,2.0,2.0,1.0,,,8.0,12.0,1.0,1.0,,,,
31,"Fletcher, Dustin",11,5,4,15,,,,2.0,10.0,1.0,,1.0,1.0,2.0,,3.0,10.0,,,3.0,,,
11,"Hardwick, Damien",11,4,5,16,,,,2.0,3.0,1.0,,3.0,2.0,2.0,,7.0,9.0,1.0,,2.0,,,
26,"Heffernan, Chris",9,3,3,12,,1.0,,8.0,1.0,5.0,1.0,1.0,,1.0,,7.0,5.0,2.0,,,1.0,,
5,"Hird, James",24,7,5,29,2,,1.0,3.0,1.0,10.0,6.0,1.0,4.0,2.0,,13.0,15.0,1.0,1.0,2.0,2.0,,
14,"Johnson, Jason",8,2,5,13,,1.0,,6.0,2.0,3.0,2.0,2.0,1.0,1.0,,9.0,6.0,,,1.0,,,
1,"Johnson, Mark",9,7,1,10,,,,2.0,1.0,,,1.0,2.0,2.0,,4.0,5.0,3.0,,,,,
18,"Lloyd, Matthew",14,5,2,16,4,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,3.0,,11.0,5.0,3.0,3.0,1.0,,,
13,"Long, Michael",6,4,5,11,1,4.0,,2.0,1.0,2.0,,3.0,3.0,1.0,,6.0,5.0,,3.0,6.0,2.0,,
25,"Lucas, Scott",8,3,3,11,,4.0,,1.0,,3.0,,,,2.0,,6.0,5.0,2.0,1.0,1.0,,,
2,"Mercuri, Mark",11,7,11,22,1,,,3.0,1.0,3.0,,2.0,,,,9.0,14.0,2.0,1.0,,2.0,,
24,"Misiti, Joe",12,4,14,26,,1.0,,3.0,,6.0,9.0,2.0,,1.0,,14.0,12.0,,1.0,1.0,,,
29,"Moorcroft, Gary",4,2,2,6,1,1.0,,1.0,,1.0,,1.0,,,,2.0,4.0,,2.0,1.0,1.0,,
9,"Ramanauskas, Adam",9,2,2,11,,1.0,,2.0,2.0,6.0,2.0,2.0,1.0,2.0,,3.0,7.0,,,4.0,2.0,,
7,"Solomon, Dean",11,4,6,17,,,,2.0,,3.0,,,1.0,,,10.0,8.0,1.0,,1.0,,,
21,"Wallis, Dean",8,7,3,11,,,,1.0,3.0,3.0,1.0,1.0,1.0,,,4.0,9.0,1.0,,3.0,,,
6,"Wellman, Sean",12,9,5,17,,,,1.0,3.0,3.0,1.0,1.0,,,,4.0,13.0,1.0,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,100,106,332,19,21.0,18.0,50.0,30.0,72.0,34.0,30.0,21.0,21.0,,148.0,185.0,26.0,16.0,32.0,11.0,,
Opposition,Opposition,171,73,94,265,11,9.0,39.0,30.0,42.0,44.0,36.0,36.0,21.0,21.0,,111.0,154.0,15.0,10.0,15.0,13.0,,
