Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 150d,252 (152-0-100 60.32%),131 (0.52),←,
16,"Brown, Leigh",22y 180d,105 (40-1-64 38.57%),45 (0.43),42 (21-1-20 51.19%),25 (0.60)
2,"Colbert, Leigh",29y 75d,188 (106-2-80 56.91%),64 (0.34),83 (44-1-38 53.61%),14 (0.17)
6,"Grant, Shannon",27y 124d,213 (122-2-89 57.75%),233 (1.09),155 (90-1-64 58.39%),195 (1.26)
31,"Hale, David",20y 91d,14 (4-0-10 28.57%),4 (0.29),←,
4,"Harris, Daniel",22y 103d,46 (23-1-22 51.09%),17 (0.37),←,
29,"Harvey, Brent",26y 99d,170 (100-1-69 59.12%),206 (1.21),←,
21,"Jones, Corey",23y 177d,57 (26-0-31 45.61%),59 (1.04),←,
34,"King, David",32y 167d,240 (145-1-94 60.63%),145 (0.60),←,
35,"Makepeace, Troy",25y 168d,103 (53-1-49 51.94%),27 (0.26),←,
5,"McKernan, Corey",30y 246d,236 (130-0-106 55.08%),309 (1.31),195 (124-0-71 63.59%),249 (1.28)
19,"Motlop, Daniel",22y 158d,43 (17-1-25 40.70%),51 (1.19),←,
20,"Petrie, Drew",21y 311d,62 (29-1-32 47.58%),56 (0.90),←,
3,"Rawlings, Brady",23y 72d,90 (50-0-40 55.56%),38 (0.42),←,
26,"Rocca, Saverio",30y 275d,227 (105-3-119 46.92%),683 (3.01),71 (35-1-35 50.00%),169 (2.38)
7,"Simpson, Adam",28y 187d,201 (123-1-77 61.44%),65 (0.32),←,
9,"Sinclair, Jess",25y 361d,119 (43-1-75 36.55%),56 (0.47),69 (30-1-38 44.20%),30 (0.43)
10,"Stevens, Anthony",33y 50d,291 (173-1-117 59.62%),126 (0.43),←,
12,"Stevens, Michael",23y 288d,40 (20-0-20 50.00%),8 (0.20),23 (12-0-11 52.17%),5 (0.22)
14,"Urch, Callum",20y 31d,3 (1-0-2 33.33%),,←,
36,"Watt, Shannon",23y 269d,68 (34-1-33 50.74%),4 (0.06),←,
8,"Wells, Daniel",19y 200d,39 (20-1-18 52.56%),23 (0.59),←,
Totals,Totals,25y 238d,2807 (1516-19-1272 54.01%),2350 (0.84),,
C,"Laidley, Dani",37y 147d,43 (21-1-21 50.00%),,←,
