Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",21y 239d,1 (1-0-0 100.00%),,←,
7,"Cunningham, Harry",22y 147d,58 (41-0-17 70.69%),35 (0.60),←,
23,"Franklin, Lance",29y 92d,227 (144-1-82 63.66%),729 (3.21),45 (35-0-10 77.78%),149 (3.31)
39,"Grundy, Heath",29y 334d,193 (121-2-70 63.21%),23 (0.12),←,
4,"Hannebery, Dan",25y 67d,150 (98-2-50 66.00%),73 (0.49),←,
5,"Heeney, Isaac",19y 362d,20 (14-0-6 70.00%),25 (1.25),←,
29,"Hewett, George",20y 124d,5 (5-0-0 100.00%),6 (1.20),←,
15,"Jack, Kieren",28y 308d,191 (119-3-69 63.09%),131 (0.69),←,
10,"Jones, Zak",21y 47d,19 (12-0-7 63.16%),2 (0.11),←,
12,"Kennedy, Josh",27y 316d,164 (106-2-56 65.24%),97 (0.59),151 (101-2-48 67.55%),93 (0.62)
11,"Laidler, Jeremy",26y 270d,74 (52-1-21 70.95%),7 (0.09),48 (37-0-11 77.08%),5 (0.10)
44,"Lloyd, Jake",22y 224d,49 (37-0-12 75.51%),12 (0.24),←,
21,"McGlynn, Ben",30y 269d,157 (95-2-60 61.15%),177 (1.13),113 (72-2-39 64.60%),149 (1.32)
3,"McVeigh, Jarrad",31y 24d,269 (165-4-100 62.08%),186 (0.69),←,
14,"Mills, Callum",19y 29d,6 (5-0-1 83.33%),,←,
6,"Mitchell, Tom",22y 336d,45 (28-0-17 62.22%),27 (0.60),←,
41,"Papley, Tom",19y 293d,6 (5-0-1 83.33%),8 (1.33),←,
26,"Parker, Luke",23y 189d,107 (73-1-33 68.69%),85 (0.79),←,
24,"Rampe, Dane",25y 334d,78 (54-1-23 69.87%),5 (0.06),←,
27,"Robinson, Dan",21y 303d,10 (9-0-1 90.00%),3 (0.30),←,
18,"Sinclair, Callum",26y 221d,34 (27-1-6 80.88%),23 (0.68),5 (5-0-0 100.00%),5 (1.00)
8,"Tippett, Kurt",28y 359d,158 (92-0-66 58.23%),310 (1.96),54 (39-0-15 72.22%),122 (2.26)
Totals,Totals,24y 305d,2021 (1303-20-698 64.47%),1964 (0.97),,
C,"Longmire, John",45y 122d,129 (88-2-39 68.99%),,←,
