Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",23y 333d,69 (47-1-21 68.84%),34 (0.49),←,
18,"Betts, Eddie",31y 196d,287 (138-3-146 48.61%),552 (1.92),103 (63-0-40 61.17%),262 (2.54)
16,"Brown, Luke",25y 261d,126 (73-1-52 58.33%),11 (0.09),←,
5,"Crouch, Matt",23y 50d,80 (51-1-28 64.38%),18 (0.22),←,
39,"Doedee, Tom",21y 101d,12 (6-0-6 50.00%),,←,
26,"Douglas, Richard",31y 124d,231 (127-1-103 55.19%),161 (0.70),←,
28,"Ellis-Yolmen, Cam",25y 133d,26 (12-0-14 46.15%),13 (0.50),←,
32,"Fogarty, Darcy",18y 258d,8 (3-0-5 37.50%),7 (0.88),←,
6,"Gibbs, Bryce",29y 87d,243 (101-2-140 41.98%),144 (0.59),12 (6-0-6 50.00%),7 (0.58)
20,"Gibson, Sam",32y 14d,134 (70-0-64 52.24%),53 (0.40),4 (1-0-3 25.00%),2 (0.50)
1,"Greenwood, Hugh",26y 96d,27 (16-1-10 61.11%),14 (0.52),←,
15,"Hartigan, Kyle",26y 215d,78 (51-0-27 65.38%),1 (0.01),←,
24,"Jacobs, Sam",30y 61d,186 (104-1-81 56.18%),45 (0.24),169 (97-1-71 57.69%),42 (0.25)
4,"Jenkins, Josh",29y 122d,126 (74-1-51 59.13%),248 (1.97),←,
8,"Kelly, Jake",23y 140d,45 (26-1-18 58.89%),,←,
14,"Mackay, David",29y 320d,196 (117-1-78 59.95%),56 (0.29),←,
30,"Milera, Wayne",20y 269d,33 (22-1-10 68.18%),14 (0.42),←,
44,"Murphy, Lachlan",19y 188d,6 (3-0-3 50.00%),5 (0.83),←,
10,"Poholke, Myles",19y 335d,6 (3-0-3 50.00%),2 (0.33),←,
11,"Seedsman, Paul",26y 139d,80 (46-1-33 58.13%),39 (0.49),31 (19-1-11 62.90%),22 (0.71)
12,"Talia, Daniel",26y 251d,158 (95-1-62 60.44%),6 (0.04),←,
13,"Walker, Taylor",28y 46d,160 (93-1-66 58.44%),375 (2.34),←,
Totals,Totals,25y 319d,2317 (1278-18-1021 55.16%),1798 (0.78),,
C,"Pyke, Don",49y 187d,61 (40-1-20 66.39%),,←,
