Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bugg, Tomas",8,4,8,16,1,2.0,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,6.0,11.0,,1.0,3.0,,,80.0
21,"Buntine, Matt",5,5,7,12,,,,2.0,1.0,,,,1.0,,,5.0,7.0,,,2.0,,,83.0
18,"Cameron, Jeremy",9,7,4,13,2,,1.0,,2.0,3.0,,3.0,2.0,3.0,,6.0,5.0,3.0,2.0,,,1.0,85.0
24,"Clifton, Steve",8,4,3,11,1,,,5.0,,1.0,4.0,3.0,2.0,2.0,,5.0,6.0,,1.0,3.0,,1.0,90.0
11,"Cornes, Chad",13,7,9,22,,,,2.0,5.0,,,1.0,,,,7.0,13.0,,,3.0,,,94.0
13,"Darley, Sam",8,3,5,13,,,,2.0,4.0,,,1.0,3.0,1.0,,4.0,9.0,,,,,,82.0
1,"Davis, Phil",16,11,3,19,,,,2.0,7.0,,,2.0,,,,2.0,16.0,1.0,,5.0,1.0,,96.0
22,"Edwards, Shaun",8,3,3,11,,1.0,,,1.0,4.0,,1.0,1.0,,,3.0,8.0,,,,1.0,,79.0
4 ↓,"Folau, Israel",1,1,,1,,1.0,1.0,1.0,,,,,1.0,,,2.0,,1.0,1.0,2.0,,1.0,58.0
26,"Giles, Jonathan",8,1,4,12,,,38.0,1.0,1.0,3.0,5.0,7.0,3.0,4.0,,10.0,4.0,,,3.0,,,84.0
15,"Golds, Tim",7,3,2,9,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,6.0,,,2.0,,,83.0
2,"Hampton, Curtly",12,3,4,16,,,,1.0,4.0,2.0,,4.0,1.0,1.0,,2.0,11.0,,,2.0,2.0,,88.0
36,"Hombsch, Jack",12,4,3,15,,,,2.0,3.0,2.0,,,,,,5.0,9.0,1.0,,2.0,,,86.0
33,"Hoskin-Elliott, Will",12,4,4,16,5,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,10.0,5.0,3.0,2.0,4.0,1.0,,88.0
40,"Kennedy, Adam",7,5,6,13,,,,1.0,2.0,,,,,,,1.0,10.0,,,3.0,1.0,1.0,88.0
25,"Miles, Anthony",10,3,8,18,,,,6.0,2.0,3.0,4.0,2.0,2.0,1.0,,10.0,8.0,,,1.0,,,85.0
27,"Phillips, Andrew",2,,3,5,,,8.0,1.0,1.0,,2.0,,1.0,,,4.0,1.0,,,3.0,,,75.0
6 ↑,"Power, Luke",5,3,12,17,,,,3.0,,1.0,4.0,,,,,9.0,7.0,,1.0,,1.0,1.0,32.0
9,"Scully, Tom",12,1,10,22,1,,,2.0,1.0,2.0,2.0,8.0,1.0,4.0,,6.0,14.0,,,,1.0,2.0,83.0
34,"Smith, Devon",15,5,10,25,1,,,5.0,3.0,2.0,4.0,3.0,,1.0,,8.0,17.0,,1.0,1.0,,,86.0
20,"Tomlinson, Adam",10,8,3,13,1,,,1.0,1.0,3.0,1.0,,,,,8.0,6.0,3.0,1.0,2.0,,1.0,89.0
17,"Treloar, Adam",17,7,15,32,,,,2.0,2.0,3.0,5.0,2.0,2.0,,,13.0,19.0,,,2.0,4.0,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,92,126,331,12,7.0,48.0,42.0,43.0,35.0,34.0,42.0,23.0,19.0,2.0,128.0,192.0,12.0,10.0,43.0,12.0,8.0,
Opposition,Opposition,211,99,150,361,16,13.0,25.0,52.0,19.0,63.0,40.0,46.0,19.0,23.0,4.0,135.0,226.0,15.0,17.0,55.0,11.0,12.0,
