Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",19y 25d,23 (7-0-16 30.43%),22 (0.96),←,
31,"Chambers, Paul",20y 350d,11 (5-0-6 45.45%),1 (0.09),←,
35,"Chapman, Paul",21y 215d,40 (17-0-23 42.50%),34 (0.85),←,
11,"Corey, Joel",21y 111d,50 (21-0-29 42.00%),15 (0.30),←,
44,"Enright, Corey",21y 267d,44 (18-0-26 40.91%),10 (0.23),←,
16,"Gardiner, Charlie",20y 99d,9 (5-0-4 55.56%),3 (0.33),←,
7,"Graham, Ben",29y 218d,185 (101-1-83 54.86%),95 (0.51),←,
2,"Harley, Tom",24y 325d,82 (40-1-41 49.39%),7 (0.09),81 (39-1-41 48.77%),6 (0.07)
1,"King, Steven",24y 198d,134 (63-1-70 47.39%),65 (0.49),←,
18,"Kingsley, Kent",24y 255d,59 (31-0-28 52.54%),112 (1.90),47 (20-0-27 42.55%),102 (2.17)
45,"Ling, Cameron",22y 101d,54 (25-1-28 47.22%),23 (0.43),←,
24,"Lord, Aaron",27y 322d,144 (73-2-69 51.39%),181 (1.26),51 (33-1-17 65.69%),45 (0.88)
26,"McCarthy, Matthew",21y 176d,5 (2-0-3 40.00%),6 (1.20),←,
39,"Milburn, Darren",26y 54d,111 (50-0-61 45.05%),47 (0.42),←,
21,"Mooney, Cameron",23y 255d,55 (30-0-25 54.55%),45 (0.82),44 (20-0-24 45.45%),43 (0.98)
15,"Riccardi, Peter",30y 173d,232 (128-2-102 55.60%),243 (1.05),←,
33,"Rooke, Max",21y 171d,26 (10-0-16 38.46%),4 (0.15),←,
27,"Sanderson, Brenton",29y 101d,170 (82-2-86 48.82%),31 (0.18),160 (80-2-78 50.63%),26 (0.16)
30,"Scarlett, Matthew",24y 3d,80 (39-0-41 48.75%),7 (0.09),←,
12,"Slade, Will",19y 227d,10 (4-0-6 40.00%),1 (0.10),←,
6,"Spriggs, David",22y 134d,49 (22-1-26 45.92%),14 (0.29),←,
40,"Wojcinski, David",22y 263d,44 (20-0-24 45.45%),8 (0.18),←,
Totals,Totals,23y 234d,1617 (793-11-813 49.04%),974 (0.60),,
C,"Thompson, Mark",39y 201d,78 (35-1-42 45.51%),,←,
