Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Bentick, Adam",4,,6,10,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,7.0,5.0,,,1.0,,,45.0
19,"Betts, Eddie",8,2,2,10,,,,2.0,1.0,1.0,3.0,1.0,3.0,,,6.0,4.0,,,1.0,,,70.0
16,"Camporeale, Scott",20,8,7,27,,,,6.0,4.0,3.0,1.0,1.0,,,,3.0,24.0,,1.0,3.0,1.0,,100.0
44,"Carrazzo, Andrew",12,6,6,18,,,,2.0,2.0,4.0,3.0,,,,2.0,5.0,14.0,,,2.0,,,97.0
9,"Clarke, David",4,3,4,8,,,,1.0,,2.0,,,,,,2.0,7.0,,,,1.0,,62.0
26,"De Luca, Adrian",3,2,2,5,,,4.0,2.0,,,,1.0,,,,2.0,3.0,1.0,,1.0,1.0,,53.0
25,"Fevola, Brendan",10,8,2,12,4,3.0,1.0,2.0,,4.0,,2.0,1.0,1.0,1.0,3.0,9.0,1.0,5.0,1.0,,,100.0
33,"Houlihan, Ryan",11,5,2,13,,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,,,3.0,9.0,,1.0,1.0,1.0,,77.0
43,"Koutoufides, Anthony",12,7,9,21,1,,,1.0,4.0,3.0,3.0,2.0,,,,10.0,11.0,,,2.0,4.0,1.0,100.0
12,"Lappin, Matthew",17,9,8,25,1,1.0,,3.0,5.0,4.0,2.0,5.0,1.0,,,7.0,19.0,2.0,3.0,1.0,10.0,1.0,100.0
4,"Livingston, Luke",7,5,4,11,,,,2.0,2.0,1.0,,1.0,,,,4.0,7.0,,,4.0,,1.0,100.0
20,"McGrath, Cory",8,3,8,16,,,,8.0,5.0,,3.0,1.0,1.0,1.0,,4.0,10.0,,,3.0,,,100.0
3,"Morrell, Digby",12,9,5,17,,,,,4.0,1.0,,,,,,4.0,14.0,,,3.0,,,91.0
28,"Prendergast, Ian",6,6,3,9,,,6.0,5.0,1.0,,,,,,,2.0,7.0,,,1.0,,,53.0
6,"Simpson, Kade",1,2,,1,,,,1.0,1.0,1.0,,2.0,,1.0,,,2.0,,,,,,53.0
24,"Stevens, Nick",14,4,17,31,1,1.0,,2.0,1.0,3.0,5.0,2.0,,2.0,,16.0,15.0,,1.0,,1.0,,100.0
15,"Teague, David",8,5,1,9,,,,4.0,1.0,,,2.0,1.0,1.0,,2.0,6.0,,,3.0,,,98.0
32,"Thornton, Bret",13,7,6,19,,,,,5.0,,,2.0,1.0,1.0,,6.0,14.0,,,4.0,1.0,,100.0
30,"Waite, Jarrad",2,3,3,5,,,,3.0,,1.0,,2.0,,1.0,,2.0,3.0,,,,,,81.0
1,"Walker, Andrew",5,4,1,6,,,,2.0,,1.0,,2.0,1.0,1.0,,2.0,4.0,1.0,,2.0,2.0,1.0,95.0
8,"Whitnall, Lance",8,5,6,14,1,,3.0,1.0,2.0,1.0,,2.0,4.0,,,7.0,7.0,1.0,,2.0,,,76.0
34,"Wiggins, Simon",4,3,1,5,,,1.0,3.0,,1.0,,5.0,,4.0,,1.0,4.0,,,,,,51.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,106,103,292,8,9.0,15.0,57.0,40.0,34.0,24.0,35.0,15.0,14.0,3.0,98.0,198.0,6.0,11.0,35.0,22.0,4.0,
Opposition,Opposition,172,79,138,310,9,17.0,38.0,36.0,28.0,46.0,34.0,46.0,14.0,15.0,3.0,121.0,188.0,6.0,16.0,47.0,23.0,6.0,
