Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",25.0,3.0,5.0,30,3.0,,,17,4.0,5.0,9.0,7.0,5.0,3.0,2.0,14.0,15,,,2.0,,,85.0
27,"Cameron, Clay",2.0,,1.0,3,,,,3,1.0,,,2.0,1.0,2.0,,1.0,3,,,4.0,,,76.0
12,"Day, Sam",3.0,3.0,6.0,9,,,,5,2.0,,2.0,,,,,7.0,3,1.0,,1.0,,,85.0
34 ↑,"Glenn, Josh",3.0,2.0,6.0,9,,,,2,,,,,,,,1.0,7,,,,,,66.0
33,"Hall, Aaron",7.0,3.0,7.0,14,,1.0,,3,1.0,5.0,1.0,3.0,,,,4.0,10,,,1.0,,,88.0
14,"Hallahan, Mitch",5.0,1.0,6.0,11,1.0,,,5,1.0,,2.0,1.0,1.0,1.0,,7.0,4,,,1.0,,1.0,79.0
5,"Harbrow, Jarrod",11.0,4.0,6.0,17,,,,4,1.0,2.0,,3.0,2.0,,,5.0,12,,,2.0,1.0,,91.0
28,"Kolodjashnij, Kade",7.0,5.0,14.0,21,,,,2,3.0,,,1.0,1.0,1.0,,5.0,14,,,1.0,,,90.0
37,"Lonergan, Jesse",7.0,5.0,7.0,14,,,,2,3.0,1.0,,2.0,1.0,1.0,,8.0,6,2.0,1.0,,,,79.0
19,"Lynch, Tom",12.0,7.0,2.0,14,1.0,5.0,,1,,3.0,,2.0,,1.0,,9.0,6,5.0,5.0,2.0,1.0,2.0,97.0
7,"Malceski, Nick",16.0,6.0,9.0,25,,,,2,8.0,1.0,1.0,2.0,1.0,,,2.0,22,,,4.0,,1.0,83.0
32,"Matera, Brandon",6.0,1.0,1.0,7,2.0,,,3,,,,1.0,1.0,,,3.0,4,,1.0,,1.0,1.0,90.0
17,"May, Steven",11.0,5.0,4.0,15,,,,1,5.0,,,1.0,,,,4.0,9,2.0,,8.0,,,92.0
18,"McKenzie, Trent",11.0,4.0,5.0,16,,,,4,3.0,2.0,,1.0,2.0,1.0,,6.0,9,,,4.0,1.0,,85.0
44,"Miller, Touk",12.0,5.0,15.0,27,2.0,,,5,1.0,7.0,9.0,3.0,1.0,1.0,,18.0,9,,,1.0,,3.0,87.0
22 ↓,"Nicholls, Tom",,1.0,2.0,2,,,6.0,1,,,,,,,,,3,,1.0,,,,15.0
35,"Rischitelli, Michael",5.0,7.0,12.0,17,,,,6,1.0,,3.0,1.0,1.0,,,5.0,12,,,3.0,2.0,,86.0
6,"Sexton, Alex",11.0,3.0,6.0,17,2.0,,,1,,7.0,1.0,2.0,,,,5.0,12,1.0,1.0,1.0,2.0,,82.0
26,"Shaw, Matt",4.0,3.0,7.0,11,,,,1,,,,1.0,1.0,,,5.0,6,1.0,,4.0,,,93.0
2,"Smith, Zac",8.0,3.0,7.0,15,1.0,1.0,37.0,5,2.0,2.0,5.0,4.0,2.0,1.0,,9.0,6,,2.0,5.0,,,89.0
16,"Thompson, Rory",4.0,5.0,2.0,6,,,1.0,1,,,,1.0,,,,,6,,,9.0,,,84.0
30,"Wright, Peter",5.0,3.0,,5,,,3.0,1,1.0,2.0,1.0,1.0,2.0,,,4.0,2,2.0,1.0,1.0,,,77.0
Totals,Totals,175.0,79.0,130.0,305,12.0,7.0,47.0,75,37.0,37.0,34.0,39.0,22.0,12.0,2.0,122.0,180,14.0,12.0,54.0,8.0,8.0,
Opposition,Opposition,227.0,121.0,157.0,384,13.0,16.0,49.0,62,24.0,53.0,45.0,39.0,12.0,22.0,4.0,127.0,255,12.0,13.0,37.0,28.0,11.0,
