Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",6,,5,11,,1.0,,4.0,,1.0,,2.0,,,,4.0,5.0,,,2.0,,,83.0
37,"Boyd, Jordan",9,1,2,11,,,,,6.0,,,,,,,5.0,2.0,,,1.0,2.0,,84.0
5,"Cerra, Adam",7,,10,17,,,,5.0,1.0,2.0,4.0,3.0,1.0,1.0,,7.0,10.0,,,2.0,,,78.0
39,"Cincotta, Alex",7,2,1,8,,,,2.0,3.0,2.0,,2.0,,,,1.0,6.0,,,3.0,,1.0,88.0
9,"Cripps, Patrick",7,,10,17,1,,,4.0,,2.0,8.0,4.0,4.0,3.0,,11.0,6.0,,,2.0,,,81.0
30,"Curnow, Charlie",11,6,1,12,,3.0,,5.0,,4.0,,2.0,4.0,,,8.0,4.0,2.0,2.0,,,1.0,90.0
12,"De Koning, Tom",9,1,9,18,,1.0,21.0,1.0,1.0,3.0,4.0,1.0,3.0,,,7.0,10.0,,1.0,1.0,,,78.0
15,"Docherty, Sam",13,9,6,19,1,,,3.0,4.0,3.0,1.0,3.0,,1.0,,3.0,17.0,,2.0,1.0,,,90.0
14,"Fantasia, Orazio",7,4,6,13,2,2.0,,,2.0,2.0,,3.0,,1.0,,4.0,9.0,,2.0,,,1.0,75.0
8,"Fogarty, Lachie",10,3,6,16,,2.0,,3.0,,5.0,,1.0,1.0,,,6.0,10.0,,1.0,1.0,,,75.0
26,"Haynes, Nick",12,8,6,18,,,,2.0,2.0,2.0,2.0,2.0,1.0,,,5.0,11.0,,,6.0,,,86.0
29,"Hewett, George",6,3,15,21,,,,9.0,2.0,3.0,5.0,2.0,2.0,2.0,,11.0,11.0,,,2.0,,,85.0
4,"Hollands, Oliver",8,2,10,18,1,,,4.0,4.0,1.0,2.0,2.0,3.0,1.0,,5.0,11.0,,1.0,2.0,,,85.0
36,"Lord, Cooper",9,3,7,16,,,,3.0,2.0,6.0,2.0,3.0,1.0,,,5.0,10.0,1.0,,,,,79.0
11,"McGovern, Mitch",7,3,1,8,,1.0,,,,2.0,1.0,3.0,2.0,,,7.0,3.0,2.0,1.0,2.0,,1.0,82.0
3,"Motlop, Jesse",4,,6,10,1,1.0,,7.0,,,,3.0,1.0,3.0,,5.0,5.0,,,1.0,,,76.0
42 ↓,"Saad, Adam",3,,1,4,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,40.0
1,"Silvagni, Jack",7,2,3,10,,,,1.0,3.0,1.0,,4.0,3.0,4.0,,6.0,4.0,,,4.0,,,67.0
23,"Weitering, Jacob",9,6,2,11,,,,1.0,3.0,,,2.0,1.0,,,4.0,8.0,,,4.0,,,100.0
6,"Williams, Zac",9,1,9,18,1,,,,,1.0,5.0,3.0,,,,11.0,7.0,,,1.0,,1.0,85.0
35,"Wilson, Billy",5,,2,7,,,,2.0,2.0,,,2.0,1.0,1.0,,,5.0,,,1.0,,,63.0
45 ↑,"Young, Flynn",4,1,1,5,,,,,,3.0,,1.0,,,,,5.0,,,1.0,,,49.0
33,"Young, Lewis",4,4,1,5,1,,3.0,1.0,1.0,,1.0,3.0,,3.0,,1.0,5.0,,1.0,4.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,59,120,293,8,12.0,24.0,58.0,37.0,43.0,35.0,52.0,28.0,21.0,,117.0,165.0,5.0,11.0,43.0,3.0,5.0,
Opposition,Opposition,206,104,141,347,16,14.0,45.0,42.0,35.0,55.0,30.0,53.0,21.0,28.0,6.0,106.0,228.0,10.0,16.0,43.0,12.0,11.0,
