Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
9,"Bizzell, Clint",23y 299d,40 (17-0-23 42.50%),18 (0.45),←,
8,"Burns, Ronnie",27y 40d,92 (51-1-40 55.98%),165 (1.79),←,
14,"Clarke, David",19y 343d,19 (10-0-9 52.63%),14 (0.74),←,
7,"Graham, Ben",26y 172d,114 (72-0-42 63.16%),30 (0.26),←,
37,"Harley, Tom",21y 279d,17 (12-0-5 70.59%),1 (0.06),16 (11-0-5 68.75%),
32,"Hocking, Garry",31y 197d,241 (136-2-103 56.85%),221 (0.92),←,
3,"Houlihan, Adam",22y 16d,32 (23-0-9 71.88%),33 (1.03),←,
13,"Kilpatrick, Glenn",27y 237d,100 (56-0-44 56.00%),22 (0.22),74 (42-0-32 56.76%),18 (0.24)
1,"King, Steven",21y 152d,70 (38-0-32 54.29%),33 (0.47),←,
18,"Lynch, Paul",26y 187d,60 (40-0-20 66.67%),55 (0.92),←,
17,"McGrath, Tim",29y 198d,191 (116-1-74 60.99%),16 (0.08),184 (112-1-71 61.14%),16 (0.09)
31,"Mensch, David",27y 252d,125 (79-0-46 63.20%),132 (1.06),←,
16,"Mooney, Jason",26y 322d,119 (51-0-68 42.86%),95 (0.80),22 (11-0-11 50.00%),44 (2.00)
43,"OBrien, Danny",20y 76d,4 (4-0-0 100.00%),5 (1.25),←,
34,"Rahilly, James",20y 312d,31 (13-0-18 41.94%),7 (0.23),←,
15,"Riccardi, Peter",27y 127d,173 (103-1-69 59.83%),175 (1.01),←,
27,"Sanderson, Brenton",26y 55d,109 (59-1-49 54.59%),27 (0.25),99 (57-1-41 58.08%),22 (0.22)
30,"Scarlett, Matthew",20y 322d,13 (10-0-3 76.92%),1 (0.08),←,
12,"Sholl, Brad",27y 164d,119 (69-1-49 58.40%),37 (0.31),117 (69-1-47 59.40%),37 (0.32)
6,"Spriggs, David",19y 88d,7 (6-0-1 85.71%),2 (0.29),←,
20,"Steinfort, Carl",23y 21d,50 (27-0-23 54.00%),17 (0.34),←,
26,"Stoneham, Barry",32y 73d,233 (137-2-94 59.23%),219 (0.94),←,
Totals,Totals,24y 361d,1959 (1129-9-821 57.63%),1325 (0.68),,
C,"Thompson, Mark",36y 155d,7 (6-0-1 85.71%),,←,
