St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Ackland, Cain",7,5,1,8,,,10.0,,,1.0,2.0,2.0,3.0,,,3.0,5.0,,,1.0,,,53.0
14,"Ball, Luke",10,1,7,17,,,1.0,5.0,,2.0,2.0,4.0,2.0,,,4.0,13.0,,,2.0,,,55.0
27,"Blake, Jason",4,4,5,9,,,11.0,,1.0,2.0,1.0,4.0,1.0,3.0,,2.0,7.0,,,3.0,,,75.0
26,"Dal Santo, Nick",16,9,6,22,,,,3.0,4.0,5.0,4.0,3.0,,,,7.0,15.0,,,1.0,5.0,,97.0
22,"Fiora, Aaron",10,7,6,16,1,1.0,,1.0,3.0,5.0,,1.0,,,,2.0,15.0,1.0,1.0,1.0,6.0,,85.0
6,"Fisher, Leigh",12,10,7,19,,,,3.0,2.0,2.0,,2.0,,,,7.0,11.0,3.0,,4.0,,,86.0
25,"Fisher, Sam",11,5,7,18,,,,2.0,4.0,,,2.0,,,,5.0,13.0,,,6.0,2.0,,100.0
9,"Gehrig, Fraser",8,6,2,10,1,3.0,,1.0,,1.0,,4.0,2.0,2.0,,6.0,6.0,1.0,4.0,,,,100.0
19,"Gilbert, Sam",5,2,4,9,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,4.0,6.0,,,2.0,,,54.0
18,"Goddard, Brendon",12,5,5,17,,,1.0,2.0,5.0,2.0,,,,,,2.0,14.0,,,6.0,4.0,3.0,89.0
15,"Gram, Jason",18,10,7,25,1,1.0,,,5.0,6.0,,1.0,1.0,,,4.0,20.0,,1.0,6.0,6.0,1.0,82.0
33,"Gwilt, James",3,1,10,13,,,,5.0,1.0,,,,1.0,,,5.0,8.0,,,3.0,,,81.0
35,"Harvey, Robert",10,5,9,19,,1.0,,4.0,2.0,3.0,1.0,1.0,,,,7.0,12.0,,1.0,2.0,,,89.0
8,"Hudghton, Max",5,3,6,11,,,,3.0,4.0,,,1.0,,,,2.0,8.0,,,5.0,,,100.0
31,"Maguire, Matt",7,6,9,16,,,,3.0,2.0,2.0,1.0,2.0,,1.0,,7.0,8.0,1.0,,3.0,,,95.0
44,"Milne, Stephen",7,4,2,9,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,5.0,4.0,1.0,1.0,,,,88.0
11,"Montagna, Leigh",7,2,5,12,1,,,8.0,1.0,3.0,3.0,2.0,1.0,1.0,,5.0,9.0,,,,1.0,,91.0
1,"Peckett, Justin",9,6,2,11,,,,3.0,1.0,1.0,,1.0,,,,2.0,9.0,,,2.0,2.0,,91.0
17,"Powell, Stephen",11,9,10,21,,,,4.0,1.0,5.0,4.0,4.0,1.0,1.0,,7.0,15.0,,,2.0,,,50.0
12,"Riewoldt, Nick",11,11,5,16,4,3.0,,,,2.0,,1.0,1.0,,,6.0,10.0,2.0,7.0,1.0,,,100.0
4,"Thompson, Andrew",5,3,3,8,,,,2.0,,2.0,2.0,,,,,4.0,4.0,1.0,,3.0,,,55.0
13,"Voss, Brett",11,5,6,17,,,,1.0,1.0,3.0,1.0,2.0,2.0,,,9.0,9.0,,,7.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,119,124,323,8,11.0,23.0,54.0,40.0,50.0,22.0,39.0,16.0,9.0,,105.0,221.0,10.0,15.0,60.0,26.0,4.0,
Opposition,Opposition,219,115,194,413,14,14.0,29.0,56.0,39.0,51.0,36.0,44.0,9.0,16.0,6.0,134.0,285.0,9.0,15.0,58.0,22.0,10.0,
