Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",4,,6,10,1,1.0,,,,,,,,3.0,,,,,,,,,
7,"Allan, Ben",14,5,5,19,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,,
33,"Burrows, Craig",2,1,3,5,,,4.0,1.0,,,,,,4.0,,,,,,,,,
24,"Burton, Matthew",7,2,4,11,,,27.0,,,,,,,3.0,,,,,,,,,
13,"Chisholm, Scott",11,2,5,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
30,"Delaney, Tony",14,2,6,20,,1.0,,1.0,,,,,,2.0,,,,,,,,,
19,"Dhurrkay, Gary",6,1,4,10,1,,,2.0,,,,,,,,,,,,,,,
11,"Kickett, Dale",15,5,17,32,,1.0,,1.0,,,,,1.0,,,,,,,,,,
36,"Leach, Quenton",17,11,4,21,2,,,4.0,,,,,2.0,1.0,,,,,,,,,
48,"Madigan, Greg",2,1,3,5,,,,2.0,,,,,,2.0,,,,,,,,,
9,"Mann, Peter",4,4,4,8,1,,,3.0,,,,,,2.0,,,,,,,,,
43,"McGovern, Andrew",5,3,5,10,,,,2.0,,,,,,,,,,,,,,,
8,"McManus, Shaun",12,5,11,23,1,1.0,,6.0,,,,,1.0,2.0,,,,,,,,,
47,"Merillo, Jamie",5,1,1,6,,,,,,,,,,,,,,,,,,,
49,"Miller, Peter",7,2,3,10,,,,5.0,,,,,1.0,2.0,,,,,,,,,
21,"Muir, David",4,2,3,7,1,,,5.0,,,,,,2.0,,,,,,,,,
25,"Norrish, Jason",7,1,7,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"OReilly, Stephen",13,7,2,15,,,,2.0,,,,,3.0,,,,,,,,,,
23,"Parker, Shane",7,5,9,16,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"Ridley, Todd",4,2,3,7,1,,,1.0,,,,,,2.0,,,,,,,,,
34,"White, Jeff",2,1,4,6,,,1.0,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,63,109,271,8,10.0,32.0,41.0,,,,,13.0,30.0,1.0,,,,,,,,
Opposition,Opposition,200,67,102,302,16,15.0,19.0,27.0,,,,,30.0,13.0,5.0,,,,,,,,
