Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
14,"Billings, Jack",28y 212d,157 (63-1-93 40.45%),109 (0.69),2 (1-0-1 50.00%),1 (0.50)
50,"Brown, Ben",31y 118d,170 (95-1-74 56.18%),355 (2.09),40 (29-1-10 73.75%),68 (1.70)
37,"Chandler, Kade",24y 64d,35 (22-0-13 62.86%),27 (0.77),←,
31,"Fritsch, Bayley",27y 102d,128 (74-1-53 58.20%),215 (1.68),←,
11,"Gawn, Max",32y 78d,205 (102-1-102 50.00%),98 (0.48),←,
27,"Hore, Marty",28y 12d,15 (6-0-9 40.00%),1 (0.07),←,
22,"Howes, Blake",20y 345d,2 (1-0-1 50.00%),,←,
15,"Langdon, Ed",28y 45d,159 (86-1-72 54.40%),68 (0.43),91 (61-1-29 67.58%),35 (0.38)
8,"Lever, Jake",28y 12d,162 (104-1-57 64.51%),4 (0.02),106 (66-1-39 62.74%),1 (0.01)
1,"May, Steven",32y 67d,218 (99-2-117 45.87%),23 (0.11),95 (61-1-33 64.74%),2 (0.02)
25,"McDonald, Tom",31y 181d,211 (93-1-117 44.31%),166 (0.79),←,
4,"McVee, Judd",20y 223d,27 (17-0-10 62.96%),,←,
30,"Neal-Bullen, Alex",28y 68d,155 (91-1-63 59.03%),109 (0.70),←,
13,"Oliver, Clayton",26y 239d,164 (94-1-69 57.62%),51 (0.31),←,
5,"Petracca, Christian",28y 73d,178 (101-1-76 57.02%),172 (0.97),←,
36,"Pickett, Kysaiah",22y 289d,86 (58-1-27 68.02%),127 (1.48),←,
24,"Rivers, Trent",22y 231d,79 (55-1-23 70.25%),7 (0.09),←,
3,"Salem, Christian",28y 246d,161 (82-1-78 51.24%),26 (0.16),←,
32,"Sparrow, Tom",23y 291d,76 (50-1-25 66.45%),28 (0.37),←,
2,"van Rooyen, Jacob",20y 336d,22 (15-0-7 68.18%),32 (1.45),←,
7,"Viney, Jack",29y 339d,198 (90-1-107 45.71%),59 (0.30),←,
6,"Windsor, Caleb",18y 282d,2 (1-0-1 50.00%),,←,
40,"Woewodin, Taj",20y 357d,5 (5-0-0 100.00%),2 (0.40),←,
Totals,Totals,26y 104d,2615 (1404-17-1194 53.69%),1679 (0.64),,
C,"Goodwin, Simon",47y 82d,162 (94-1-67 58.33%),,161 (94-1-66 58.70%),
