Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",5,3,10,15,1,,,7.0,,4.0,1.0,2.0,1.0,1.0,,7.0,8.0,,,,,,87.0
44,"Carrazzo, Andrew",9,4,12,21,,,,6.0,,3.0,,2.0,,,,3.0,18.0,,,4.0,,1.0,80.0
35,"Curnow, Ed",7,2,18,25,,1.0,,4.0,1.0,2.0,5.0,1.0,,,,11.0,14.0,,,1.0,,1.0,75.0
34,"Duigan, Nick",7,3,7,14,,,,3.0,2.0,1.0,1.0,2.0,,1.0,,3.0,11.0,,,5.0,,,95.0
46,"Ellard, David",15,7,10,25,2,,,5.0,1.0,7.0,3.0,4.0,,2.0,,6.0,19.0,,1.0,1.0,,,79.0
38,"Garlett, Jeff",9,3,4,13,1,2.0,,7.0,1.0,4.0,,5.0,1.0,2.0,,6.0,8.0,,1.0,2.0,1.0,1.0,85.0
4,"Gibbs, Bryce",9,1,8,17,,1.0,1.0,5.0,3.0,1.0,2.0,,2.0,,,7.0,10.0,,,2.0,,,84.0
22,"Hampson, Shaun",3,1,2,5,,1.0,12.0,1.0,1.0,,3.0,,3.0,,,4.0,1.0,1.0,1.0,2.0,,,76.0
40,"Jamison, Michael",10,8,6,16,,,,1.0,1.0,1.0,,2.0,1.0,,,6.0,11.0,2.0,,5.0,3.0,,98.0
45 ↑,"Joseph, Aaron",2,,3,5,,,,2.0,,1.0,1.0,,1.0,,,3.0,2.0,,,,,1.0,30.0
5,"Judd, Chris",15,4,17,32,,2.0,,3.0,,6.0,9.0,2.0,3.0,,2.0,19.0,13.0,,,1.0,,1.0,83.0
15,"Laidler, Jeremy",12,9,5,17,,,,3.0,4.0,2.0,1.0,1.0,3.0,1.0,,5.0,13.0,,,2.0,,,88.0
3,"Murphy, Marc",17,4,17,34,,1.0,,7.0,,6.0,4.0,2.0,3.0,1.0,1.0,12.0,23.0,,1.0,1.0,1.0,1.0,81.0
12,"Robinson, Mitch",9,6,8,17,,1.0,,1.0,1.0,3.0,,1.0,1.0,,,4.0,12.0,,1.0,,,,79.0
2,"Russell, Jordan",6,4,14,20,1,,,1.0,1.0,3.0,1.0,2.0,,1.0,,7.0,15.0,,,3.0,,,93.0
29,"Scotland, Heath",18,4,12,30,,,,1.0,4.0,5.0,2.0,,,,,7.0,21.0,,,1.0,,,78.0
6,"Simpson, Kade",15,7,6,21,,1.0,,6.0,1.0,1.0,2.0,3.0,,1.0,,6.0,16.0,,1.0,3.0,1.0,1.0,90.0
30,"Waite, Jarrad",10,7,5,15,2,1.0,,4.0,,2.0,,3.0,1.0,2.0,,5.0,10.0,,4.0,1.0,2.0,,91.0
1,"Walker, Andrew",11,4,9,20,4,1.0,,4.0,1.0,1.0,2.0,2.0,,,3.0,11.0,9.0,2.0,2.0,1.0,,,87.0
11,"Warnock, Robert",5,3,10,15,,1.0,25.0,,1.0,1.0,3.0,3.0,1.0,2.0,,7.0,8.0,,1.0,2.0,,,88.0
43,"White, Simon",5,3,7,12,,,,2.0,,,,,1.0,,,3.0,9.0,,,8.0,,,95.0
13 ↓,"Yarran, Chris",9,3,2,11,,,,1.0,5.0,,,,,,,3.0,9.0,,,2.0,2.0,,55.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,90,192,400,11,19.0,38.0,74.0,28.0,54.0,40.0,37.0,22.0,14.0,6.0,145.0,260.0,5.0,13.0,47.0,10.0,7.0,
Opposition,Opposition,163,84,174,337,12,7.0,34.0,55.0,35.0,42.0,30.0,45.0,14.0,22.0,,121.0,219.0,13.0,14.0,47.0,19.0,10.0,
