Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bugg, Tomas",24y 10d,84 (25-0-59 29.76%),23 (0.27),19 (8-0-11 42.11%),7 (0.37)
17,"Frost, Sam",23y 230d,41 (14-0-27 34.15%),7 (0.17),20 (9-0-11 45.00%),5 (0.25)
36,"Garlett, Jeff",27y 255d,150 (74-1-75 49.67%),262 (1.75),43 (17-0-26 39.53%),79 (1.84)
19,"Hannan, Mitch",23y 37d,4 (2-0-2 50.00%),3 (0.75),←,
43,"Harmes, James",21y 192d,30 (13-0-17 43.33%),18 (0.60),←,
29,"Hunt, Jayden",22y 12d,23 (11-0-12 47.83%),4 (0.17),←,
39,"Jetta, Neville",27y 62d,98 (27-2-69 28.57%),23 (0.23),←,
2,"Jones, Nathan",29y 85d,227 (60-3-164 27.09%),108 (0.48),←,
16,"Kent, Dean",23y 50d,54 (15-0-39 27.78%),52 (0.96),←,
25,"McDonald, Tom",24y 209d,108 (30-0-78 27.78%),8 (0.07),←,
18,"Melksham, Jake",25y 229d,118 (54-1-63 46.19%),57 (0.48),4 (2-0-2 50.00%),
30,"Neal-Bullen, Alex",21y 96d,19 (7-0-12 36.84%),11 (0.58),←,
13,"Oliver, Clayton",19y 267d,17 (9-0-8 52.94%),6 (0.35),←,
5,"Petracca, Christian",21y 101d,21 (9-0-12 42.86%),18 (0.86),←,
3,"Salem, Christian",21y 274d,34 (11-0-23 32.35%),10 (0.29),←,
33,"Spencer, Jake",27y 188d,37 (5-0-32 13.51%),8 (0.22),←,
15,"Stretch, Billy",20y 219d,31 (12-0-19 38.71%),7 (0.23),←,
12,"Tyson, Dom",23y 311d,74 (20-0-54 27.03%),38 (0.51),61 (19-0-42 31.15%),34 (0.56)
23,"Vince, Bernie",31y 195d,196 (88-0-108 44.90%),111 (0.57),67 (20-0-47 29.85%),31 (0.46)
7,"Viney, Jack",23y 2d,74 (22-0-52 29.73%),20 (0.27),←,
4,"Watts, Jack",26y 20d,141 (40-2-99 29.08%),128 (0.91),←,
26,"Weideman, Sam",19y 293d,7 (3-0-4 42.86%),6 (0.86),←,
Totals,Totals,24y 2d,1588 (551-9-1028 34.70%),928 (0.58),,
C,"Goodwin, Simon",40y 110d,5 (2-0-3 40.00%),,4 (2-0-2 50.00%),
