Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 176d,259 (182-2-75 70.66%),177 (0.68),←,
24,"Bews, Jed",20y 166d,3 (1-0-2 33.33%),,←,
46,"Blicavs, Mark",23y 62d,32 (23-0-9 71.88%),9 (0.28),←,
22,"Duncan, Mitch",22y 353d,86 (66-0-20 76.74%),71 (0.83),←,
29,"Guthrie, Cameron",21y 283d,50 (35-0-15 70.00%),8 (0.16),←,
26,"Hawkins, Tom",25y 312d,133 (104-0-29 78.20%),246 (1.85),←,
33,"Horlin-Smith, George",21y 158d,20 (15-0-5 75.00%),14 (0.70),←,
20,"Johnson, Steve",30y 329d,224 (161-2-61 72.32%),414 (1.85),←,
9,"Kelly, James",30y 151d,243 (166-1-76 68.52%),87 (0.36),←,
4,"Mackie, Andrew",29y 295d,206 (158-0-48 76.70%),86 (0.42),←,
17,"McIntosh, Hamish",29y 267d,117 (53-2-62 46.15%),64 (0.55),10 (7-0-3 70.00%),5 (0.50)
32,"Motlop, Steven",23y 78d,55 (37-0-18 67.27%),74 (1.35),←,
21,"Murdoch, Jordan",22y 67d,29 (21-0-8 72.41%),26 (0.90),←,
25,"Rivers, Jared",29y 223d,169 (68-3-98 41.12%),18 (0.11),19 (14-0-5 73.68%),
14,"Selwood, Joel",26y 3d,170 (137-0-33 80.59%),99 (0.58),←,
38,"Sheringham, Jackson",25y 341d,12 (7-0-5 58.33%),1 (0.08),←,
16,"Simpson, Dawson",25y 101d,20 (14-0-6 70.00%),3 (0.15),←,
2,"Smedts, Billie",21y 355d,28 (20-0-8 71.43%),18 (0.64),←,
27,"Stokes, Mathew",29y 188d,164 (129-0-35 78.66%),194 (1.18),←,
12,"Stringer, Jesse",23y 56d,17 (12-0-5 70.59%),7 (0.41),←,
7,"Taylor, Harry",27y 351d,146 (114-0-32 78.08%),38 (0.26),←,
5,"Varcoe, Travis",26y 49d,125 (105-0-20 84.00%),129 (1.03),←,
Totals,Totals,25y 298d,2308 (1628-10-670 70.54%),1783 (0.77),,
C,"Scott, Chris",38y 26d,83 (63-0-20 75.90%),,←,
