St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",20y 274d,18 (7-0-11 38.89%),9 (0.50),←,
15,"Billings, Jack",23y 288d,96 (34-1-61 35.94%),71 (0.74),←,
22,"Brown, Nathan",30y 167d,176 (94-2-80 53.98%),7 (0.04),46 (18-1-27 40.22%),
27,"Bruce, Josh",26y 359d,102 (38-1-63 37.75%),148 (1.45),88 (37-1-50 42.61%),145 (1.65)
1,"Coffield, Nick",19y 222d,11 (0-1-10 4.55%),1 (0.09),←,
7,"Dunstan, Luke",24y 124d,92 (34-2-56 38.04%),43 (0.47),←,
14,"Geary, Jarryn",30y 344d,188 (92-2-94 49.47%),28 (0.15),←,
4,"Gresham, Jade",21y 282d,73 (30-1-42 41.78%),86 (1.18),←,
39,"Joyce, Darragh",22y 40d,5 (2-0-3 40.00%),,←,
25,"Kent, Dean",25y 98d,74 (25-0-49 33.78%),73 (0.99),11 (5-0-6 45.45%),10 (0.91)
21,"Long, Ben",21y 285d,22 (7-1-14 34.09%),13 (0.59),←,
19,"Marshall, Rowan",23y 190d,22 (5-0-17 22.73%),11 (0.50),←,
28,"Membrey, Tim",25y 7d,81 (35-2-44 44.44%),146 (1.80),80 (34-2-44 43.75%),146 (1.83)
16,"Newnes, Jack",26y 98d,146 (51-2-93 35.62%),53 (0.36),←,
34,"Parker, Matthew",23y 128d,11 (5-0-6 45.45%),12 (1.09),←,
30,"Phillips, Ed",21y 65d,11 (2-0-9 18.18%),1 (0.09),←,
6,"Ross, Sebastian",26y 26d,113 (39-2-72 35.40%),17 (0.15),←,
5,"Savage, Shane",28y 148d,152 (73-2-77 48.68%),62 (0.41),96 (32-2-62 34.38%),25 (0.26)
35,"Sinclair, Jack",24y 110d,75 (28-1-46 38.00%),40 (0.53),←,
9,"Steele, Jack",23y 171d,69 (26-1-42 38.41%),24 (0.35),52 (18-1-33 35.58%),15 (0.29)
44,"Wilkie, Callum",23y 84d,11 (5-0-6 45.45%),,←,
41,"Young, Robbie",24y 92d,3 (1-0-2 33.33%),2 (0.67),←,
Totals,Totals,24y 147d,1551 (633-21-897 40.81%),847 (0.55),,
C,"Richardson, Alan",54y 16d,122 (42-2-78 35.25%),,121 (42-2-77 35.54%),
