Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
5,"Bond, Shane",21y 285d,38 (26-0-12 68.42%),22 (0.58),4 (2-0-2 50.00%),2 (0.50)
3,"Breuer, Shayne",24y 222d,75 (48-1-26 64.67%),81 (1.08),4 (2-0-2 50.00%),4 (1.00)
21,"Brown, David",27y 203d,73 (33-1-39 45.89%),56 (0.77),4 (2-0-2 50.00%),1 (0.25)
26,"Burgoyne, Peter",19y 81d,4 (2-0-2 50.00%),3 (0.75),←,
42,"Carr, Tom",18y 308d,1 (1-0-0 100.00%),,←,
6,"Cummings, Scott",23y 92d,44 (27-2-15 63.64%),95 (2.16),4 (2-0-2 50.00%),12 (3.00)
28,"Daniels, Stephen",20y 229d,1 (1-0-0 100.00%),,←,
19,"Dickie, Donald",24y 347d,4 (2-0-2 50.00%),2 (0.50),←,
4,"Downsborough, Ian",25y 91d,23 (14-0-9 60.87%),7 (0.30),3 (2-0-1 66.67%),2 (0.67)
8,"Francis, Fabian",23y 178d,27 (9-0-18 33.33%),21 (0.78),4 (2-0-2 50.00%),4 (1.00)
10,"Francou, Josh",22y 256d,4 (2-0-2 50.00%),4 (1.00),←,
39,"Heuskes, Adam",21y 31d,53 (27-0-26 50.94%),6 (0.11),4 (2-0-2 50.00%),
29,"Kingsley, Adam",21y 243d,4 (2-0-2 50.00%),,←,
20,"Lade, Brendon",20y 284d,4 (2-0-2 50.00%),2 (0.50),←,
22,"Lockwood, Bowen",18y 293d,3 (2-0-1 66.67%),5 (1.67),←,
9,"Lyle, Brayden",24y 45d,30 (16-0-14 53.33%),6 (0.20),4 (2-0-2 50.00%),1 (0.25)
33,"Mead, Darren",26y 22d,4 (2-0-2 50.00%),,←,
14,"Paxman, Stephen",26y 137d,106 (24-0-82 22.64%),18 (0.17),4 (2-0-2 50.00%),
2,"Primus, Matthew",22y 98d,24 (3-0-21 12.50%),5 (0.21),4 (2-0-2 50.00%),
1,"Wanganeen, Gavin",23y 306d,130 (75-3-52 58.85%),63 (0.48),3 (2-0-1 66.67%),
15,"Wilson, Michael",20y 150d,4 (2-0-2 50.00%),1 (0.25),←,
Totals,Totals,22y 273d,656 (320-7-329 48.78%),397 (0.61),,
C,"Cahill, John",56y 358d,51 (29-0-22 56.86%),,4 (2-0-2 50.00%),
