Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
9,"Anthony, John",22y 130d,40 (26-0-14 65.00%),80 (2.00),←,
12,"Ball, Luke",26y 4d,152 (97-0-55 63.82%),62 (0.41),10 (7-0-3 70.00%),4 (0.40)
17,"Beams, Dayne",20y 106d,27 (17-0-10 62.96%),24 (0.89),←,
32,"Cloke, Travis",23y 85d,110 (63-0-47 57.27%),133 (1.21),←,
31,"Dawes, Chris",22y 13d,16 (12-0-4 75.00%),19 (1.19),←,
4,"Didak, Alan",27y 103d,168 (97-0-71 57.74%),232 (1.38),←,
26,"Johnson, Ben",29y 54d,194 (105-0-89 54.12%),59 (0.30),←,
18,"Jolly, Darren",28y 204d,176 (93-2-81 53.41%),76 (0.43),10 (7-0-3 70.00%),6 (0.60)
8,"Lumumba, Heritier",23y 195d,95 (57-0-38 60.00%),10 (0.11),←,
30,"Macaffer, Brent",22y 90d,13 (7-0-6 53.85%),6 (0.46),←,
5,"Maxwell, Nick",26y 360d,128 (73-0-55 57.03%),26 (0.20),←,
11,"OBree, Shane",31y 75d,246 (126-0-120 51.22%),87 (0.35),227 (117-0-110 51.54%),84 (0.37)
10,"Pendlebury, Scott",22y 142d,86 (51-0-35 59.30%),51 (0.59),←,
35,"Prestigiacomo, Simon",32y 118d,224 (101-0-123 45.09%),3 (0.01),←,
20,"Reid, Ben",21y 30d,15 (6-0-9 40.00%),3 (0.20),←,
39,"Shaw, Heath",24y 183d,101 (59-0-42 58.42%),21 (0.21),←,
22,"Sidebottom, Steele",19y 147d,21 (14-0-7 66.67%),15 (0.71),←,
36,"Swan, Dane",26y 93d,135 (75-0-60 55.56%),84 (0.62),←,
13,"Thomas, Dale",22y 342d,95 (57-0-38 60.00%),76 (0.80),←,
34,"Toovey, Alan",23y 67d,51 (33-0-18 64.71%),8 (0.16),←,
21,"Wellingham, Sharrod",21y 326d,36 (23-0-13 63.89%),16 (0.44),←,
19,"Wood, Cameron",23y 86d,46 (20-0-26 43.48%),13 (0.28),30 (17-0-13 56.67%),13 (0.43)
Totals,Totals,24y 201d,2175 (1212-2-961 55.72%),1104 (0.51),,
C,"Malthouse, Mick",56y 285d,623 (351-4-268 56.66%),,245 (128-0-117 52.24%),
