Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 117d,145 (51-1-93 35.52%),121 (0.83),←,
15,"Anderson, Noah",24y 110d,116 (47-1-68 40.95%),44 (0.38),←,
1,"Andrew, Mac",21y 185d,52 (24-0-28 46.15%),10 (0.19),←,
33,"Clohesy, Sam",22y 177d,29 (16-0-13 55.17%),9 (0.31),←,
25,"Collins, Sam",30y 357d,139 (56-1-82 40.65%),,125 (53-1-71 42.80%),
8,"Fiorini, Brayden",27y 289d,110 (34-1-75 31.36%),33 (0.30),←,
3,"Flanders, Sam",23y 318d,77 (31-1-45 40.91%),35 (0.45),←,
7,"Holman, Nick",30y 9d,142 (52-0-90 36.62%),77 (0.54),133 (51-0-82 38.35%),77 (0.58)
19,"Humphrey, Bailey",20y 269d,52 (27-0-25 51.92%),33 (0.63),←,
40,"Jeffrey, Joel",23y 87d,40 (21-0-19 52.50%),18 (0.45),←,
34,"King, Ben",24y 335d,107 (40-1-66 37.85%),217 (2.03),←,
23,"Lemmens, Sean",30y 217d,149 (44-2-103 30.20%),25 (0.17),←,
30,"Lombard, Leo",18y 245d,2 (0-0-2 0.00%),1 (0.50),←,
22,"Long, Ben",27y 290d,122 (54-1-67 44.67%),81 (0.66),43 (22-0-21 51.16%),50 (1.16)
11,"Miller, Touk",29y 105d,203 (63-2-138 31.53%),67 (0.33),←,
2,"Noble, John",28y 74d,124 (74-3-47 60.89%),11 (0.09),12 (8-0-4 66.67%),3 (0.25)
27,"Powell, Wil",25y 285d,117 (48-1-68 41.45%),15 (0.13),←,
17,"Rioli, Daniel",28y 52d,195 (106-4-85 55.38%),114 (0.58),12 (8-0-4 66.67%),5 (0.42)
18,"Rowell, Matt",23y 341d,97 (44-0-53 45.36%),29 (0.30),←,
24,"Swallow, David",32y 200d,245 (74-1-170 30.41%),111 (0.45),←,
32,"Uwland, Bodhi",21y 317d,36 (19-0-17 52.78%),1 (0.03),←,
4,"Walter, Jed",19y 364d,25 (13-0-12 52.00%),25 (1.00),←,
28,"Witts, Jarrod",32y 267d,193 (72-1-120 37.56%),42 (0.22),153 (54-1-98 35.62%),24 (0.16)
Totals,Totals,25y 345d,2517 (1010-21-1486 40.13%),1119 (0.44),,
C,"Hardwick, Damien",52y 293d,342 (189-6-147 56.14%),,35 (19-0-16 54.29%),
