Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Aish, James",6,2,4,10,,,,1.0,,4.0,,3.0,,,,3.0,7.0,,,,,,69.0
11,"Blair, Jarryd",6,,13,19,1,,,1.0,,1.0,3.0,2.0,2.0,1.0,,12.0,8.0,,,2.0,,1.0,72.0
29,"Broomhead, Tim",3,1,6,9,1,,,2.0,1.0,1.0,1.0,1.0,1.0,,,4.0,5.0,,,,,,50.0
46,"Cox, Mason",4,1,3,7,,1.0,10.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,4.0,,,2.0,,1.0,85.0
25,"Crisp, Jack",6,3,11,17,,2.0,1.0,1.0,,,3.0,2.0,1.0,2.0,,8.0,10.0,,,1.0,1.0,,90.0
39,"Crocker, Ben",3,2,5,8,,1.0,,3.0,,2.0,,2.0,,1.0,,1.0,7.0,,1.0,2.0,,,77.0
2,"de Goey, Jordan",8,2,10,18,,,,5.0,1.0,2.0,6.0,7.0,1.0,4.0,,9.0,11.0,,,1.0,,1.0,87.0
1,"Fasolo, Alex",10,2,7,17,4,,,3.0,1.0,2.0,,1.0,2.0,,,6.0,11.0,1.0,1.0,,,,89.0
45,"Frost, Jack",5,3,1,6,,,,7.0,2.0,,,1.0,1.0,,,2.0,4.0,1.0,,7.0,,,85.0
19,"Greenwood, Levi",9,2,7,16,1,,,2.0,2.0,2.0,,2.0,,1.0,,7.0,9.0,,,1.0,,,80.0
4,"Grundy, Brodie",2,1,4,6,,,24.0,4.0,2.0,1.0,1.0,1.0,,1.0,,3.0,3.0,1.0,,3.0,1.0,,85.0
38,"Howe, Jeremy",12,9,10,22,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,5.0,16.0,2.0,,4.0,,,80.0
37,"Maynard, Brayden",9,5,3,12,,,,4.0,3.0,2.0,1.0,4.0,,2.0,,3.0,9.0,,,4.0,,,86.0
30,"Moore, Darcy",7,6,6,13,3,,,,,3.0,,1.0,2.0,1.0,,7.0,8.0,3.0,2.0,1.0,,2.0,80.0
43,"Oxley, Adam",10,2,1,11,,,,2.0,5.0,1.0,,4.0,2.0,1.0,,2.0,4.0,,,1.0,2.0,,87.0
10,"Pendlebury, Scott",17,3,17,34,,1.0,,7.0,2.0,6.0,4.0,4.0,1.0,2.0,2.0,14.0,22.0,,,4.0,2.0,,86.0
20,"Reid, Ben",17,12,2,19,,,,1.0,7.0,2.0,,1.0,1.0,,,5.0,15.0,1.0,,5.0,,,79.0
22,"Sidebottom, Steele",12,7,17,29,,1.0,,4.0,4.0,4.0,5.0,1.0,1.0,,,10.0,18.0,,,,,3.0,87.0
40,"Smith, Josh",9,4,9,18,,,,1.0,4.0,1.0,,,,,,,17.0,,,,,,87.0
34,"Toovey, Alan",2,2,10,12,,,,3.0,1.0,1.0,,2.0,,1.0,,4.0,8.0,,,8.0,,,95.0
7,"Treloar, Adam",8,1,19,27,,1.0,,8.0,3.0,5.0,3.0,2.0,1.0,1.0,,12.0,17.0,,,2.0,2.0,1.0,88.0
9,"White, Jesse",12,5,3,15,2,2.0,,3.0,1.0,4.0,1.0,2.0,2.0,1.0,,7.0,8.0,2.0,1.0,1.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,75,168,345,12,12.0,35.0,68.0,41.0,46.0,29.0,46.0,20.0,21.0,2.0,125.0,221.0,11.0,5.0,49.0,8.0,9.0,
Opposition,Opposition,204,80,177,381,15,9.0,30.0,73.0,28.0,57.0,40.0,48.0,21.0,20.0,4.0,143.0,240.0,18.0,16.0,56.0,14.0,10.0,
