Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Chick, Daniel",20y 182d,18 (9-1-8 52.78%),11 (0.61),←,
5,"Collins, Andrew",31y 107d,209 (133-1-75 63.88%),37 (0.18),←,
3,"Condon, Anthony",28y 248d,137 (94-0-43 68.61%),48 (0.35),←,
9,"Crawford, Shane",21y 336d,76 (39-1-36 51.97%),64 (0.84),←,
19,"Dunstall, Jason",31y 362d,244 (168-1-75 69.06%),1162 (4.76),←,
34,"Graham, Mark",23y 150d,61 (29-1-31 48.36%),9 (0.15),←,
15,"Harford, Daniel",19y 144d,29 (12-0-17 41.38%),12 (0.41),←,
22,"Hargreaves, Tim",21y 72d,40 (17-1-22 43.75%),56 (1.40),←,
2,"Holland, Nick",22y 12d,34 (13-1-20 39.71%),25 (0.74),←,
17,"Hudson, Paul",26y 21d,131 (78-0-53 59.54%),263 (2.01),←,
1,"Jencke, Ray",30y 138d,185 (119-1-65 64.59%),27 (0.15),←,
11,"Kappler, Darren",31y 200d,161 (53-1-107 33.23%),136 (0.84),15 (8-1-6 56.67%),11 (0.73)
14,"Krummel, Brendan",24y 47d,17 (10-0-7 58.82%),4 (0.24),7 (4-0-3 57.14%),1 (0.14)
24,"Langford, Chris",33y 221d,291 (201-2-88 69.42%),32 (0.11),←,
12,"Lawrence, Stephen",27y 110d,119 (71-0-48 59.66%),26 (0.22),←,
37,"Lekkas, Angelo",20y 42d,2 (1-0-1 50.00%),,←,
7,"McCabe, Luke",20y,13 (7-0-6 53.85%),3 (0.23),←,
18,"Pritchard, Darrin",30y 142d,195 (130-1-64 66.92%),92 (0.47),←,
4,"Salmon, Paul",31y 203d,223 (129-3-91 58.52%),513 (2.30),14 (6-1-7 46.43%),4 (0.29)
6,"Taylor, Richard",23y 27d,29 (14-1-14 50.00%),12 (0.41),←,
30,"Woods, Tony",27y 39d,67 (29-1-37 44.03%),17 (0.25),36 (13-1-22 37.50%),7 (0.19)
Totals,Totals,25y 360d,2281 (1356-17-908 59.45%),2549 (1.12),,
C,"Judge, Ken",38y 208d,19 (9-1-9 50.00%),,←,
