Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
16,"Aarts, Jake",27y 116d,38 (20-1-17 53.95%),33 (0.87),←,
7,"Baker, Liam",24y 66d,67 (43-2-22 65.67%),20 (0.30),←,
21,"Balta, Noah",22y 162d,47 (30-0-17 63.83%),17 (0.36),←,
29,"Bolton, Shai",23y 116d,70 (44-2-24 64.29%),65 (0.93),←,
35,"Broad, Nathan",28y 353d,87 (63-1-23 72.99%),1 (0.01),←,
11,"Castagna, Jason",25y 265d,121 (79-2-40 66.12%),117 (0.97),←,
9,"Cotchin, Trent",31y 361d,271 (149-3-119 55.54%),129 (0.48),←,
27,"Dow, Thomson",20y 169d,9 (4-1-4 50.00%),,←,
10,"Edwards, Shane",33y 160d,284 (145-6-133 52.11%),175 (0.62),←,
28,"Gibcus, Josh",18y 364d,3 (1-0-2 33.33%),,←,
34,"Graham, Jack",24y 37d,80 (54-2-24 68.75%),32 (0.40),←,
2,"Grimes, Dylan",30y 261d,194 (121-2-71 62.89%),3 (0.02),←,
19,"Lynch, Tom",29y 154d,196 (78-3-115 40.56%),390 (1.99),65 (41-2-22 64.62%),136 (2.09)
33,"McIntosh, Kamdyn",28y,127 (83-1-43 65.75%),33 (0.26),←,
25,"Nankervis, Toby",27y 234d,101 (70-0-31 69.31%),31 (0.31),89 (63-0-26 70.79%),28 (0.31)
37,"Parker, Matthew",26y 68d,27 (12-1-14 46.30%),22 (0.81),8 (3-1-4 43.75%),6 (0.75)
50,"Pickett, Marlion",30y 87d,41 (23-2-16 58.54%),7 (0.17),←,
45,"Ralphsmith, Hugo",20y 145d,9 (4-0-5 44.44%),5 (0.56),←,
17,"Rioli, Daniel",24y 352d,117 (74-2-41 64.10%),89 (0.76),←,
5,"Ross, Jack",21y 212d,32 (17-1-14 54.69%),3 (0.09),←,
15,"Short, Jayden",26y 69d,117 (73-2-42 63.25%),21 (0.18),←,
20,"Soldo, Ivan",25y 354d,39 (28-1-10 73.08%),11 (0.28),←,
6,"Tarrant, Robbie",32y 343d,177 (78-1-98 44.35%),44 (0.25),3 (1-0-2 33.33%),
Totals,Totals,26y 114d,2254 (1293-36-925 57.36%),1248 (0.55),,
C,"Hardwick, Damien",49y 228d,277 (155-4-118 56.68%),,←,
