Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",12,2,3,15,,,,1.0,,,,,3.0,1.0,,,,,,,,,
18,"Blakey, John",3,2,5,8,,,,2.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",14,,12,26,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Cormack, Joe",3,,,3,2,,,,,,,,,1.0,,,,,,,,,
15,"Donato, David",14,2,3,17,,1.0,,4.0,,,,,4.0,3.0,,,,,,,,,
2,"Dundas, Matthew",9,2,7,16,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
6,"Ironmonger, John",4,2,6,10,,,11.0,1.0,,,,,,1.0,,,,,,,,,
21,"Kappler, Darren",12,2,4,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
11,"Lynch, Alastair",9,1,2,11,,,,,,,,,1.0,2.0,,,,,,,,,
29,"Lyon, Ross",8,1,7,15,2,1.0,,4.0,,,,,,2.0,,,,,,,,,
5,"McCormack, Brendan",6,4,6,12,2,,,2.0,,,,,,1.0,,,,,,,,,
26,"McGrath, Justin",2,,6,8,,,,1.0,,,,,2.0,3.0,,,,,,,,,
25,"OConnell, David",9,7,6,15,,1.0,4.0,,,,,,3.0,4.0,,,,,,,,,
44,"Osborne, Richard",17,4,1,18,,,,3.0,,,,,2.0,2.0,,,,,,,,,
28,"Paxman, Stephen",5,2,6,11,,,,,,,,,,,,,,,,,,,
1,"Roos, Paul",13,10,11,24,2,1.0,,,,,,,,2.0,,,,,,,,,
20,"Rowe, Duane",2,,1,3,,,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",13,3,7,20,,,,,,,,,2.0,1.0,,,,,,,,,
12,"Wheildon, Darren",10,8,3,13,3,4.0,,,,,,,,,,,,,,,,,
8,"Wynd, Jim",19,4,6,25,,1.0,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,56,102,286,12,11.0,15.0,23.0,,,,,21.0,29.0,,,,,,,,,
Opposition,Opposition,207,45,112,319,17,20.0,14.0,10.0,,,,,29.0,21.0,6.0,,,,,,,,
