Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
31,"Banner, Mitchell",20y 64d,10 (4-0-6 40.00%),5 (0.50),←,
10,"Boak, Travis",22y 7d,66 (31-0-35 46.97%),27 (0.41),←,
5,"Broadbent, Matthew",20y 7d,11 (3-0-8 27.27%),3 (0.27),←,
20,"Brogan, Dean",31y 237d,159 (93-1-65 58.81%),47 (0.30),←,
27,"Carlile, Alipate",23y 100d,71 (30-0-41 42.25%),4 (0.06),←,
1,"Cassisi, Domenic",27y 320d,168 (90-1-77 53.87%),66 (0.39),←,
30,"Chaplin, Troy",24y 166d,98 (44-1-53 45.41%),9 (0.09),←,
18,"Cornes, Kane",27y 215d,203 (112-1-90 55.42%),80 (0.39),←,
33,"Ebert, Brett",26y 263d,136 (64-1-71 47.43%),204 (1.50),←,
17,"Gray, Robbie",22y 131d,43 (19-0-24 44.19%),64 (1.49),←,
45,"Hitchcock, Cameron",20y 36d,15 (4-0-11 26.67%),17 (1.13),←,
7,"Krakouer, Nathan",22y 95d,40 (21-0-19 52.50%),7 (0.17),←,
44,"Logan, Tom",25y 37d,70 (26-0-44 37.14%),18 (0.26),67 (26-0-41 38.81%),18 (0.27)
42,"Meyer, Danny",24y 5d,23 (10-0-13 43.48%),8 (0.35),6 (2-0-4 33.33%),1 (0.17)
26,"Moore, Andrew",19y 70d,4 (3-0-1 75.00%),,←,
6,"Pearce, Danyle",24y 123d,112 (49-0-63 43.75%),66 (0.59),←,
15,"Rodan, David",26y 304d,147 (56-0-91 38.10%),115 (0.78),82 (37-0-45 45.12%),72 (0.88)
28,"Schulz, Jay",25y 112d,84 (30-2-52 36.90%),85 (1.01),13 (6-0-7 46.15%),27 (2.08)
43,"Stewart, Daniel",21y 282d,9 (2-0-7 22.22%),7 (0.78),←,
21,"Thomas, Matt",23y 162d,46 (15-0-31 32.61%),12 (0.26),←,
12,"Trengove, Jackson",19y 279d,16 (4-0-12 25.00%),3 (0.19),←,
39,"Westhoff, Justin",23y 311d,66 (30-0-36 45.45%),91 (1.38),←,
Totals,Totals,23y 267d,1597 (740-7-850 46.34%),938 (0.59),,
C,"Primus, Matthew",35y 208d,4 (2-0-2 50.00%),,←,
