Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",33y 46d,319 (193-6-120 61.44%),419 (1.31),71 (42-2-27 60.56%),112 (1.58)
5,"Boyd, Matthew",27y 227d,143 (72-2-69 51.05%),50 (0.35),←,
17,"Cooney, Adam",24y 193d,138 (72-2-64 52.90%),129 (0.93),←,
4,"Cross, Daniel",27y 12d,136 (67-3-66 50.37%),25 (0.18),←,
3,"Everitt, Andrejs",21y 29d,27 (16-1-10 61.11%),6 (0.22),←,
13,"Giansiracusa, Daniel",28y 31d,171 (78-4-89 46.78%),175 (1.02),←,
9,"Gilbee, Lindsay",28y 277d,167 (84-2-81 50.90%),101 (0.60),←,
16,"Griffen, Ryan",23y 258d,100 (58-1-41 58.50%),53 (0.53),←,
8,"Hahn, Mitch",28y 336d,165 (80-2-83 49.09%),155 (0.94),←,
28,"Hall, Barry",33y 62d,253 (128-3-122 51.19%),621 (2.45),3 (2-0-1 66.67%),10 (3.33)
40,"Harbrow, Jarrod",21y 267d,51 (29-1-21 57.84%),21 (0.41),←,
25,"Hargrave, Ryan",28y 259d,167 (80-4-83 49.10%),35 (0.21),←,
7,"Higgins, Shaun",22y 38d,55 (31-1-23 57.27%),68 (1.24),←,
20,"Hill, Josh",21y 82d,45 (29-1-15 65.56%),54 (1.20),←,
15,"Hudson, Ben",31y 46d,105 (65-1-39 62.38%),10 (0.10),50 (33-1-16 67.00%),4 (0.08)
36,"Lake, Brian",28y 43d,150 (72-2-76 48.67%),17 (0.11),←,
27,"Minson, Will",25y,94 (56-1-37 60.11%),49 (0.52),←,
44,"Moles, Brodie",24y 155d,2 (2-0-0 100.00%),1 (0.50),←,
38,"Morris, Dale",27y 103d,114 (67-2-45 59.65%),2 (0.02),←,
2,"Murphy, Robert",27y 306d,170 (75-4-91 45.29%),141 (0.83),←,
42,"Picken, Liam",23y 253d,26 (17-0-9 65.38%),10 (0.38),←,
12,"Williams, Tom",23y 268d,36 (20-1-15 56.94%),1 (0.03),←,
Totals,Totals,26y 150d,2634 (1391-44-1199 52.81%),2143 (0.81),,
C,"Eade, Rodney",52y 7d,273 (149-4-120 55.31%),,121 (68-2-51 57.02%),
