Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",24y 341d,81 (32-1-48 40.12%),29 (0.36),6 (3-0-3 50.00%),
11,"Aish, James",24y 309d,97 (39-0-58 40.21%),23 (0.24),15 (6-0-9 40.00%),
8,"Brayshaw, Andrew",20y 309d,55 (22-0-33 40.00%),12 (0.22),←,
5,"Cerra, Adam",20y 341d,57 (23-0-34 40.35%),11 (0.19),←,
36,"Cox, Brennan",22y 30d,46 (16-0-30 34.78%),27 (0.59),←,
12,"Crowden, Mitch",21y 137d,23 (10-0-13 43.48%),9 (0.39),←,
4,"Darcy, Sean",22y 92d,40 (14-0-26 35.00%),11 (0.28),←,
44,"Duman, Taylin",22y 147d,38 (17-0-21 44.74%),1 (0.03),←,
43,"Frederick, Michael",20y 118d,9 (5-0-4 55.56%),4 (0.44),←,
7,"Fyfe, Nat",28y 360d,186 (99-1-86 53.49%),156 (0.84),←,
32,"Hill, Stephen",30y 134d,217 (111-0-106 51.15%),112 (0.52),←,
1,"Hogan, Jesse",25y 213d,89 (41-0-48 46.07%),169 (1.90),18 (9-0-9 50.00%),17 (0.94)
15,"Hughes, Ethan",25y 280d,66 (25-0-41 37.88%),4 (0.06),←,
37,"Lobb, Rory",27y 216d,105 (56-2-47 54.29%),87 (0.83),31 (14-0-17 45.16%),23 (0.74)
16,"Mundy, David",35y 54d,331 (167-1-163 50.60%),141 (0.43),←,
13,"Ryan, Luke",24y 219d,65 (25-0-40 38.46%),3 (0.05),←,
28,"Schultz, Lachie",22y 287d,23 (9-0-14 39.13%),15 (0.65),←,
22,"Serong, Caleb",19y 216d,13 (7-0-6 53.85%),2 (0.15),←,
20,"Taberner, Matthew",27y 87d,87 (40-0-47 45.98%),104 (1.20),←,
10,"Walters, Michael",29y 249d,165 (80-1-84 48.79%),276 (1.67),←,
45,"Watson, Tobe",22y 284d,3 (2-0-1 66.67%),,←,
14,"Wilson, Nathan",27y 249d,130 (62-2-66 48.46%),18 (0.14),53 (22-0-31 41.51%),2 (0.04)
Totals,Totals,24y 329d,1926 (902-8-1016 46.83%),1214 (0.63),,
C,"Longmuir, Justin",39y 235d,16 (7-0-9 43.75%),,←,
