Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",8,4,1,9,2,1.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Cameron, Stuart",,1,2,2,,,,1.0,,,,,,1.0,,,,,,,,,
21,"Febey, Steven",8,2,5,13,,,,,,,,,2.0,1.0,,,,,,,,,
36,"Hickmott, Robert",4,1,9,13,,1.0,,2.0,,,,,,,,,,,,,,,
10,"Hughes, Danny",11,4,2,13,2,1.0,6.0,,,,,,3.0,4.0,,,,,,,,,
9,"Johnson, Alan",11,6,3,14,1,1.0,,2.0,,,,,,,,,,,,,,,
31,"Keogh, Rod",9,4,5,14,1,,,1.0,,,,,1.0,4.0,,,,,,,,,
16,"Lovell, Andy",11,5,7,18,,,,2.0,,,,,1.0,,,,,,,,,,
17,"Lovett, Brett",16,4,11,27,,,,2.0,,,,,6.0,1.0,,,,,,,,,
6,"Lovett, Glenn",12,4,2,14,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
34,"Newport, Stephen",4,1,3,7,,,,,,,,,1.0,,,,,,,,,,
29,"Obst, Andrew",7,2,3,10,1,,,1.0,,,,,,,,,,,,,,,
30,"Seow, Dannie",12,4,7,19,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
5,"Spalding, Earl",8,2,3,11,,,,2.0,,,,,2.0,,,,,,,,,,
18,"Stretch, Steven",7,,2,9,,,,3.0,,,,,1.0,,,,,,,,,,
11,"Stynes, Jim",7,4,2,9,,,18.0,1.0,,,,,1.0,,,,,,,,,,
15,"Tingay, Stephen",6,1,7,13,,,,4.0,,,,,,1.0,,,,,,,,,
26,"Viney, Jay",7,1,3,10,,,,,,,,,,2.0,,,,,,,,,
12,"Viney, Todd",19,4,3,22,1,3.0,,4.0,,,,,1.0,4.0,,,,,,,,,
8,"Yeats, Graeme",8,2,1,9,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,56,81,256,10,13.0,29.0,31.0,,,,,23.0,24.0,,,,,,,,,
Opposition,Opposition,189,67,114,303,31,14.0,22.0,22.0,,,,,24.0,23.0,6.0,,,,,,,,
