Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",10,4,11,21,1,,,1.0,,,,,,2.0,,,,,,,,,
25,"Bews, Andrew",8,4,9,17,,,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",12,2,6,18,,1.0,3.0,3.0,,,,,,2.0,,,,,,,,,
16,"Clarke, Matthew",4,2,3,7,,,10.0,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Clarke, Troy",15,5,10,25,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
20,"Craven, Danny",8,,5,13,,2.0,,3.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",14,3,11,25,2,1.0,,2.0,,,,,2.0,2.0,1.0,,,,,,,,
29,"Francis, Fabian",7,1,4,11,,,,1.0,,,,,2.0,1.0,,,,,,,,,
4,"Gastev, John",4,1,3,7,,,,2.0,,,,,2.0,2.0,,,,,,,,,
32,"Hart, Shaun",8,1,7,15,,,,5.0,,,,,3.0,,,,,,,,,,
41,"Kennedy, Matthew",6,,2,8,,2.0,,,,,,,,,,,,,,,,,
18,"Lambert, Craig",3,,2,5,,,,3.0,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",5,1,9,14,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",2,,,2,,,,1.0,,,,,,,,,,,,,,,
7,"McIvor, Scott",4,5,5,9,,,,2.0,,,,,,,,,,,,,,,
19,"McLean, Michael",3,2,9,12,,,,1.0,,,,,,2.0,,,,,,,,,
8,"Peos, Paul",12,7,2,14,3,2.0,,2.0,,,,,3.0,,,,,,,,,,
22,"Scott, Chris",10,2,1,11,1,,,2.0,,,,,2.0,,,,,,,,,,
38,"Scott, Dion",6,3,2,8,2,3.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
3,"Voss, Michael",13,3,4,17,,1.0,,,,,,,3.0,2.0,,,,,,,,,
33,"White, Darryl",10,4,6,16,3,3.0,2.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,50,111,275,13,21.0,17.0,36.0,,,,,25.0,18.0,1.0,,,,,,,,
Opposition,Opposition,164,69,81,245,12,17.0,18.0,25.0,,,,,18.0,25.0,5.0,,,,,,,,
