Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",26y 331d,97 (59-1-37 61.34%),36 (0.37),85 (53-0-32 62.35%),24 (0.28)
9,"Breuer, Shayne",23y 230d,55 (38-0-17 69.09%),69 (1.25),←,
16,"Brownless, Bill",29y 90d,181 (106-1-74 58.84%),422 (2.33),←,
8,"Burns, Ronnie",23y 45d,5 (4-0-1 80.00%),8 (1.60),←,
2,"Colbert, Leigh",20y 325d,47 (34-0-13 72.34%),10 (0.21),←,
36,"Graham, Ben",22y 177d,37 (27-0-10 72.97%),3 (0.08),←,
19,"Hall, Derek",25y 150d,19 (14-0-5 73.68%),12 (0.63),17 (12-0-5 70.59%),9 (0.53)
32,"Hocking, Garry",27y 202d,169 (100-1-68 59.47%),152 (0.90),←,
13,"Kilpatrick, Glenn",23y 242d,27 (15-0-12 55.56%),4 (0.15),1 (1-0-0 100.00%),
1,"King, Steven",17y 157d,1 (1-0-0 100.00%),,←,
4,"Lord, Aaron",20y 281d,24 (18-0-6 75.00%),16 (0.67),←,
21,"Mansfield, Michael",24y 263d,102 (64-0-38 62.75%),48 (0.47),←,
17,"McGrath, Tim",25y 203d,107 (70-0-37 65.42%),10 (0.09),100 (66-0-34 66.00%),10 (0.10)
28,"McKinnon, Martin",20y 297d,30 (14-0-16 46.67%),12 (0.40),5 (4-0-1 80.00%),5 (1.00)
31,"Mensch, David",23y 257d,62 (46-0-16 74.19%),73 (1.18),←,
23,"Pickering, Liam",27y 231d,80 (48-0-32 60.00%),39 (0.49),58 (39-0-19 67.24%),31 (0.53)
15,"Riccardi, Peter",23y 132d,87 (59-0-28 67.82%),89 (1.02),←,
12,"Sholl, Brad",23y 169d,31 (21-0-10 67.74%),1 (0.03),29 (21-0-8 72.41%),1 (0.03)
37,"Simpson, Sean",26y 11d,80 (51-0-29 63.75%),14 (0.17),73 (50-0-23 68.49%),13 (0.18)
26,"Stoneham, Barry",28y 78d,159 (95-1-63 60.06%),155 (0.97),←,
10,"Tanner, Grant",25y 278d,39 (27-0-12 69.23%),17 (0.44),←,
Totals,Totals,24y 111d,1439 (911-4-524 63.31%),1190 (0.83),,
C,"Ayres, Gary",35y 212d,30 (22-0-8 73.33%),,←,
