Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aliir, Aliir",12,6,8,20,,,,2.0,7.0,1.0,,1.0,,1.0,,9.0,12.0,3.0,,12.0,,,91.0
15,"Amon, Karl",15,7,11,26,1,1.0,,4.0,3.0,7.0,1.0,2.0,,1.0,2.0,3.0,23.0,1.0,,1.0,4.0,,90.0
14,"Bergman, Miles",11,7,12,23,,,,6.0,1.0,2.0,1.0,1.0,1.0,,,7.0,17.0,,,1.0,,1.0,87.0
10,"Boak, Travis",13,5,12,25,,,,7.0,2.0,4.0,6.0,6.0,,1.0,,8.0,17.0,,,3.0,,,83.0
3,"Burton, Ryan",9,3,2,11,,,,2.0,3.0,,,3.0,,1.0,,,10.0,,,4.0,,,75.0
33,"Byrne-Jones, Darcy",17,6,8,25,,1.0,,3.0,3.0,4.0,,3.0,,,,3.0,19.0,,,2.0,1.0,1.0,79.0
22,"Dixon, Charlie",7,5,9,16,2,1.0,3.0,5.0,,2.0,2.0,2.0,2.0,1.0,,9.0,7.0,3.0,3.0,1.0,,1.0,96.0
28,"Drew, Willem",12,3,15,27,,,,7.0,2.0,4.0,10.0,4.0,,3.0,,16.0,13.0,,,2.0,,1.0,83.0
24,"Farrell, Kane",5,2,11,16,,,,5.0,,2.0,1.0,3.0,,1.0,,7.0,9.0,,,,,,76.0
19,"Georgiades, Mitch",7,2,3,10,2,2.0,,1.0,,2.0,,3.0,2.0,1.0,,5.0,7.0,1.0,,,,2.0,73.0
9 ↓,"Gray, Robbie",5,3,4,9,,,,1.0,,2.0,1.0,1.0,,,,4.0,5.0,,2.0,,,,34.0
8 ↑,"Hartlett, Hamish",8,5,4,12,,,,,,2.0,,1.0,1.0,1.0,,4.0,8.0,,,1.0,,,47.0
5,"Houston, Dan",15,5,12,27,,,,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,13.0,16.0,,,2.0,,1.0,85.0
1,"Jonas, Tom",12,6,6,18,,,,2.0,4.0,1.0,,1.0,2.0,,,7.0,10.0,1.0,,7.0,,,96.0
34,"Jones, Lachie",3,2,6,9,,,,1.0,,3.0,,3.0,,,,1.0,8.0,,,1.0,,,41.0
38,"Ladhams, Peter",5,3,10,15,,1.0,14.0,6.0,,2.0,3.0,2.0,2.0,1.0,,11.0,5.0,3.0,,3.0,,,74.0
40,"Lienert, Jarrod",14,4,6,20,1,,,,6.0,1.0,,2.0,1.0,,,4.0,16.0,,,4.0,,,77.0
29,"Lycett, Scott",7,4,10,17,1,,22.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,,13.0,5.0,1.0,1.0,3.0,,,81.0
12,"McKenzie, Trent",12,8,4,16,,,,1.0,5.0,,,1.0,2.0,,,4.0,10.0,1.0,,5.0,,,93.0
6,"Motlop, Steven",16,9,10,26,2,,,2.0,3.0,4.0,,4.0,1.0,2.0,,5.0,22.0,1.0,4.0,,3.0,2.0,85.0
2,"Powell-Pepper, Sam",9,6,6,15,,1.0,,3.0,,2.0,1.0,5.0,,2.0,,2.0,11.0,,1.0,,,,79.0
20,"Rozee, Connor",9,3,10,19,3,1.0,,4.0,1.0,2.0,2.0,2.0,3.0,1.0,,7.0,14.0,,2.0,2.0,,,95.0
16,"Wines, Ollie",24,8,19,43,,,,6.0,3.0,6.0,5.0,11.0,2.0,2.0,3.0,16.0,26.0,1.0,,2.0,,1.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,247,112,198,445,12,9.0,39.0,70.0,45.0,57.0,39.0,69.0,21.0,22.0,6.0,158.0,290.0,16.0,13.0,56.0,8.0,10.0,
Opposition,Opposition,203,89,150,353,4,7.0,28.0,66.0,45.0,52.0,40.0,65.0,22.0,21.0,,140.0,213.0,12.0,5.0,64.0,8.0,3.0,
