Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Blurton, Ashley",9,4,3,12,,2.0,,1.0,,3.0,1.0,,,1.0,,3.0,9.0,,1.0,2.0,,,
11,"Bowden, Joel",13,2,14,27,1,1.0,,1.0,1.0,7.0,6.0,3.0,1.0,3.0,,14.0,14.0,1.0,,1.0,,,
9,"Campbell, Wayne",16,4,7,23,,,,1.0,5.0,3.0,5.0,2.0,2.0,,,11.0,9.0,1.0,,,5.0,,
6,"Chaffey, Mark",8,1,4,12,,1.0,,,,5.0,,2.0,,,,3.0,8.0,,,,,,
10,"Daffy, Nick",14,2,4,18,1,1.0,,5.0,1.0,7.0,7.0,2.0,,1.0,,10.0,7.0,,,1.0,,,
7,"Dragicevic, Marc",6,,1,7,,,,1.0,,1.0,,2.0,1.0,,,3.0,3.0,,,,,,
19,"Evans, Brett",1,1,3,4,,,,1.0,,1.0,2.0,,1.0,1.0,,4.0,,1.0,,,,,
21,"Funcke, Ross",1,,3,4,,,,,,1.0,1.0,1.0,,,,3.0,1.0,,,,,,
25,"Gale, Brendon",12,7,4,16,1,,12.0,,2.0,3.0,6.0,3.0,3.0,3.0,,11.0,7.0,2.0,1.0,1.0,,,
2,"Gaspar, Darren",3,1,2,5,,,,2.0,,1.0,1.0,,,,,3.0,3.0,,,,,,
16,"Holland, Ben",8,6,4,12,1,3.0,,3.0,,2.0,,2.0,1.0,,,4.0,8.0,1.0,5.0,1.0,,,
43,"Hollands, Ben",5,4,5,10,2,,,,,1.0,1.0,1.0,,,,6.0,6.0,,2.0,2.0,,,
23,"James, Aaron",6,2,2,8,,,,,4.0,,,,,1.0,,3.0,3.0,1.0,,1.0,,,
39,"Kellaway, Andrew",7,5,4,11,,,,,4.0,2.0,,1.0,,,,3.0,8.0,,,3.0,,,
3,"Kellaway, Duncan",9,2,5,14,,,,2.0,2.0,2.0,4.0,3.0,2.0,1.0,,9.0,6.0,,,2.0,,,
33,"Knights, Matthew",13,4,9,22,,,,3.0,2.0,,4.0,2.0,2.0,1.0,,14.0,10.0,1.0,,,1.0,,
15,"McKee, Steven",5,,2,7,,,5.0,1.0,2.0,2.0,,1.0,1.0,,,6.0,2.0,,,1.0,,,
5,"Ottens, Brad",3,2,4,7,1,,10.0,1.0,1.0,,2.0,2.0,,3.0,,7.0,1.0,1.0,1.0,,,,
12,"Richardson, Matthew",12,10,3,15,4,1.0,,1.0,,6.0,,1.0,2.0,1.0,,7.0,8.0,3.0,2.0,3.0,,,
4,"Rogers, Matthew",14,3,6,20,,,,,,4.0,4.0,2.0,2.0,2.0,,7.0,13.0,,,2.0,,,
26,"Sampson, Clay",10,1,2,12,,2.0,,1.0,,6.0,,,1.0,,,9.0,4.0,,,1.0,,,
32,"Tivendale, Greg",7,3,5,12,,,,2.0,5.0,,2.0,1.0,1.0,,,6.0,7.0,,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,64,96,278,11,12.0,27.0,26.0,29.0,57.0,46.0,31.0,20.0,18.0,,146.0,137.0,12.0,12.0,22.0,7.0,,
Opposition,Opposition,201,84,105,306,17,11.0,23.0,28.0,42.0,52.0,30.0,33.0,18.0,20.0,6.0,135.0,173.0,17.0,18.0,22.0,12.0,,
