Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",8,6,2,10,,,,1.0,2.0,,,1.0,,,,1.0,9.0,,,1.0,2.0,,88.0
18,"Cameron, Jeremy",7,3,2,9,2,2.0,,2.0,,1.0,,,,,,3.0,6.0,1.0,1.0,3.0,,,85.0
3,"Coniglio, Stephen",17,4,12,29,1,1.0,,7.0,1.0,9.0,8.0,4.0,1.0,1.0,2.0,16.0,14.0,,,,1.0,3.0,84.0
1,"Davis, Phil",5,5,4,9,,,,1.0,1.0,1.0,,2.0,1.0,1.0,,5.0,6.0,,,9.0,,,89.0
44,"Downie, Tom",2,2,3,5,,,20.0,2.0,,,,2.0,,1.0,,2.0,3.0,1.0,1.0,5.0,,,88.0
4,"Greene, Toby",16,5,6,22,4,2.0,2.0,3.0,,7.0,1.0,5.0,2.0,1.0,,9.0,14.0,,1.0,2.0,,1.0,87.0
32,"Griffen, Ryan",8,5,10,18,1,,2.0,4.0,,2.0,4.0,2.0,,1.0,,9.0,10.0,,1.0,2.0,,,72.0
19,"Haynes, Nick",12,8,3,15,,,,2.0,3.0,3.0,,1.0,,1.0,,4.0,11.0,3.0,,3.0,,,80.0
2,"Hopper, Jacob",6,2,12,18,1,,,3.0,2.0,3.0,1.0,3.0,,2.0,,7.0,11.0,,,3.0,,1.0,68.0
22,"Kelly, Josh",11,4,12,23,1,1.0,,3.0,2.0,4.0,3.0,2.0,,1.0,,5.0,19.0,,,1.0,,,82.0
15,"Kennedy, Matthew",6,1,5,11,3,,,,,,,1.0,1.0,,,6.0,5.0,,,1.0,,,58.0
37,"Lobb, Rory",6,4,8,14,,,13.0,4.0,3.0,,,,1.0,,,10.0,6.0,2.0,,2.0,,,84.0
24,"Patfull, Joel",7,5,5,12,,,,3.0,4.0,1.0,,4.0,,2.0,,2.0,9.0,,,2.0,,,89.0
12,"Patton, Jonathon",8,8,6,14,1,1.0,,1.0,1.0,2.0,,1.0,2.0,,,9.0,5.0,3.0,1.0,2.0,2.0,,86.0
50,"Reid, Sam",8,3,5,13,1,2.0,,2.0,,1.0,,4.0,,1.0,,5.0,8.0,1.0,3.0,1.0,,1.0,73.0
9,"Scully, Tom",9,7,12,21,,,,7.0,,6.0,4.0,2.0,,2.0,,7.0,14.0,,,,4.0,1.0,95.0
23,"Shaw, Heath",27,7,4,31,,,,3.0,9.0,2.0,,5.0,,2.0,,8.0,18.0,1.0,,4.0,2.0,,95.0
5,"Shiel, Dylan",8,,13,21,,1.0,,4.0,,4.0,6.0,2.0,3.0,1.0,,12.0,11.0,,,1.0,,2.0,74.0
8,"Ward, Callan",12,1,13,25,,,3.0,3.0,3.0,7.0,7.0,6.0,,2.0,,12.0,15.0,,,,2.0,2.0,87.0
6,"Whitfield, Lachie",9,3,4,13,,,,4.0,2.0,3.0,1.0,7.0,1.0,5.0,,6.0,10.0,,1.0,,1.0,1.0,85.0
29,"Williams, Zac",12,5,11,23,2,,,,,2.0,,1.0,1.0,,,5.0,18.0,1.0,,2.0,2.0,,76.0
16,"Wilson, Nathan",10,3,9,19,,,,,7.0,2.0,,1.0,,,,1.0,15.0,,,2.0,1.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,91,161,375,17,15.0,40.0,59.0,40.0,60.0,35.0,56.0,13.0,24.0,2.0,144.0,237.0,13.0,9.0,46.0,17.0,12.0,
Opposition,Opposition,214,102,132,346,12,18.0,44.0,71.0,38.0,56.0,35.0,39.0,24.0,13.0,4.0,138.0,210.0,14.0,16.0,64.0,5.0,8.0,
