North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",26y 228d,78 (36-0-42 46.15%),25 (0.32),68 (29-0-39 42.65%),21 (0.31)
18,"Atley, Shaun",28y 4d,214 (103-0-111 48.13%),44 (0.21),←,
9,"Davies-Uniacke, Luke",21y 101d,30 (10-0-20 33.33%),7 (0.23),←,
14,"Dumont, Trent",25y 79d,99 (36-0-63 36.36%),26 (0.26),←,
24,"Durdin, Sam",24y 103d,22 (9-0-13 40.91%),1 (0.05),←,
6,"Garner, Taylor",26y 253d,45 (20-0-25 44.44%),30 (0.67),←,
22,"Goldstein, Todd",32y 78d,251 (122-1-128 48.80%),125 (0.50),←,
43,"Hall, Aaron",29y 313d,124 (37-1-86 30.24%),90 (0.73),21 (4-0-17 19.05%),14 (0.67)
4,"Higgins, Shaun",32y 197d,237 (108-1-128 45.78%),224 (0.95),108 (50-0-58 46.30%),96 (0.89)
20,"Larkey, Nick",22y 103d,29 (11-0-18 37.93%),40 (1.38),←,
11,"McDonald, Luke",25y 221d,126 (60-0-66 47.62%),16 (0.13),←,
23,"McKay, Ben",22y 268d,15 (2-0-13 13.33%),,←,
40,"Murphy, Tom",22y 242d,9 (3-0-6 33.33%),1 (0.11),←,
39,"Perez, Flynn",19y 23d,3 (0-0-3 0.00%),,←,
13,"Polec, Jared",27y 341d,141 (71-0-70 50.35%),74 (0.52),35 (12-0-23 34.29%),19 (0.54)
8,"Scott, Bailey",20y 70d,17 (2-0-15 11.76%),11 (0.65),←,
12,"Simpkin, Jy",22y 196d,73 (28-0-45 38.36%),33 (0.45),←,
25,"Tarrant, Robbie",31y 145d,164 (75-0-89 45.73%),44 (0.27),←,
33,"Vickers-Willis, Ed",24y 173d,21 (8-0-13 38.10%),,←,
19,"Walker, Josh",27y 310d,102 (40-1-61 39.71%),72 (0.71),17 (3-0-14 17.65%),3 (0.18)
7,"Ziebell, Jack",29y 202d,218 (104-0-114 47.71%),163 (0.75),←,
44,"Zurhaar, Cameron",22y 118d,44 (16-0-28 36.36%),48 (1.09),←,
Totals,Totals,25y 254d,2062 (901-4-1157 43.70%),1074 (0.52),,
C,"Shaw, Rhyce",38y 337d,29 (10-0-19 34.48%),,←,
