Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",6,4,6,12,,,,1.0,,2.0,,1.0,1.0,,,2.0,9.0,,1.0,1.0,,,88.0
28,"Bell, Tom",13,4,8,21,,,1.0,5.0,2.0,5.0,5.0,4.0,,2.0,,11.0,11.0,,,2.0,,,77.0
19,"Betts, Eddie",10,2,5,15,2,3.0,,4.0,,3.0,2.0,2.0,3.0,1.0,,12.0,2.0,1.0,2.0,3.0,,2.0,87.0
44,"Carrazzo, Andrew",14,3,13,27,,,,4.0,2.0,4.0,6.0,3.0,1.0,1.0,,12.0,15.0,,,2.0,,,79.0
41,"Casboult, Levi",6,5,2,8,,5.0,11.0,1.0,,1.0,,,,,,4.0,4.0,2.0,4.0,7.0,,1.0,93.0
35,"Curnow, Ed",6,3,13,19,,,,4.0,1.0,1.0,3.0,3.0,1.0,3.0,,7.0,12.0,,,,,,77.0
34,"Duigan, Nick",7,2,6,13,,,,2.0,3.0,,,1.0,1.0,1.0,,4.0,9.0,1.0,,3.0,,,88.0
46 ↑,"Ellard, David",8,3,3,11,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,6.0,5.0,1.0,,,,,66.0
38,"Garlett, Jeff",5,3,1,6,1,1.0,,4.0,,2.0,,1.0,,1.0,,1.0,5.0,,3.0,,1.0,,82.0
4,"Gibbs, Bryce",11,5,4,15,,,,2.0,1.0,4.0,,,,,,3.0,11.0,1.0,,1.0,,,95.0
5,"Judd, Chris",10,3,16,26,2,1.0,,1.0,2.0,3.0,7.0,1.0,,,,11.0,14.0,,,2.0,,,83.0
8,"Kreuzer, Matthew",7,3,4,11,,,38.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,,8.0,4.0,,,5.0,,2.0,90.0
26 ↓,"McInnes, Andrew",,,,,,,,,,,,,,,,,,,,,,,1.0
14,"McLean, Brock",11,6,15,26,2,,,5.0,1.0,6.0,2.0,3.0,1.0,2.0,,9.0,17.0,1.0,1.0,2.0,,2.0,83.0
3,"Murphy, Marc",16,5,10,26,,,,2.0,,4.0,6.0,2.0,1.0,,,12.0,15.0,,,2.0,3.0,,80.0
29,"Scotland, Heath",17,5,16,33,,1.0,,2.0,4.0,2.0,3.0,4.0,,2.0,2.0,10.0,24.0,,,4.0,,,96.0
6,"Simpson, Kade",11,2,7,18,,,,2.0,1.0,6.0,,3.0,2.0,1.0,,5.0,12.0,,1.0,,2.0,,84.0
42,"Tuohy, Zach",12,3,3,15,,,,2.0,2.0,4.0,3.0,4.0,1.0,,,8.0,6.0,,,1.0,,,90.0
30,"Waite, Jarrad",13,9,4,17,2,4.0,,6.0,1.0,6.0,,2.0,2.0,,,8.0,8.0,3.0,3.0,2.0,,1.0,91.0
1,"Walker, Andrew",9,1,12,21,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,7.0,14.0,,,3.0,,1.0,93.0
43,"White, Simon",4,2,5,9,,,,1.0,2.0,1.0,,3.0,,2.0,,3.0,7.0,,,2.0,,,92.0
13,"Yarran, Chris",15,8,1,16,2,2.0,,1.0,1.0,6.0,1.0,2.0,,1.0,,2.0,13.0,,3.0,1.0,4.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,81,154,365,11,20.0,50.0,57.0,27.0,66.0,45.0,44.0,18.0,19.0,2.0,145.0,217.0,10.0,18.0,43.0,10.0,9.0,
Opposition,Opposition,191,90,100,291,15,8.0,29.0,44.0,41.0,43.0,37.0,42.0,19.0,18.0,4.0,122.0,163.0,16.0,13.0,44.0,15.0,10.0,
