Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",16,3,5,21,1,,,6.0,1.0,5.0,1.0,3.0,2.0,1.0,,10.0,10.0,,1.0,,1.0,1.0,87.0
18,"Betts, Eddie",13,2,7,20,2,3.0,,3.0,,6.0,1.0,2.0,1.0,1.0,,8.0,14.0,,,1.0,,,84.0
16,"Brown, Luke",13,3,3,16,,,,3.0,2.0,1.0,1.0,,1.0,,,5.0,10.0,,,2.0,,,89.0
25,"Cheney, Kyle",16,7,2,18,,,,,6.0,2.0,,3.0,,1.0,,6.0,12.0,1.0,,4.0,,,87.0
5,"Crouch, Matt",14,3,18,32,,1.0,,8.0,1.0,4.0,7.0,4.0,3.0,,,21.0,10.0,,1.0,,,1.0,80.0
7,"Gallucci, Jordan",7,3,2,9,1,1.0,,2.0,,2.0,2.0,,,,,5.0,3.0,,2.0,2.0,,,88.0
6,"Gibbs, Bryce",15,3,12,27,1,,,7.0,1.0,3.0,6.0,2.0,1.0,,,16.0,10.0,,,1.0,,,82.0
1,"Greenwood, Hugh",17,1,4,21,2,1.0,,9.0,1.0,2.0,5.0,1.0,1.0,1.0,,15.0,4.0,,,1.0,,1.0,88.0
24,"Jacobs, Sam",5,3,1,6,,,36.0,3.0,,1.0,1.0,,1.0,,,3.0,3.0,,,4.0,,,84.0
4,"Jenkins, Josh",9,1,6,15,,,8.0,3.0,,6.0,3.0,1.0,2.0,,,10.0,5.0,,,3.0,,,94.0
42,"Keath, Alex",10,5,5,15,,,,2.0,1.0,2.0,,1.0,,,,8.0,10.0,1.0,,6.0,,,92.0
8,"Kelly, Jake",5,1,8,13,,,,8.0,1.0,1.0,,1.0,,,,5.0,8.0,,,4.0,,,77.0
3,"Knight, Riley",9,5,13,22,,1.0,,9.0,3.0,2.0,5.0,3.0,2.0,2.0,,9.0,13.0,1.0,,1.0,,,86.0
29,"Laird, Rory",11,1,14,25,,1.0,,4.0,3.0,1.0,3.0,3.0,,3.0,,11.0,14.0,,,1.0,,,83.0
27,"Lynch, Tom",18,7,4,22,,,,2.0,2.0,3.0,,1.0,1.0,,,4.0,17.0,,,2.0,,1.0,87.0
41,"McGovern, Mitch",7,5,2,9,,1.0,,3.0,,3.0,,3.0,,1.0,,5.0,4.0,2.0,,2.0,,1.0,72.0
30,"Milera, Wayne",17,7,9,26,,,,6.0,5.0,2.0,,4.0,1.0,1.0,1.0,12.0,15.0,1.0,,1.0,,,86.0
44,"Murphy, Lachlan",5,3,5,10,1,1.0,,5.0,,1.0,,,2.0,,,7.0,3.0,1.0,2.0,2.0,,,81.0
11,"Seedsman, Paul",1,,2,3,1,,,1.0,,,,,1.0,,,2.0,1.0,,,,,,12.0
9,"Sloane, Rory",11,3,6,17,,,,12.0,1.0,1.0,4.0,4.0,2.0,3.0,,9.0,8.0,,,2.0,,,88.0
12,"Talia, Daniel",6,2,4,10,,,,3.0,3.0,,,,,,,2.0,7.0,,,17.0,,,88.0
13,"Walker, Taylor",11,2,3,14,1,1.0,,4.0,,3.0,1.0,1.0,1.0,1.0,,5.0,7.0,,,,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,70,135,371,10,17.0,44.0,103.0,31.0,51.0,40.0,37.0,22.0,15.0,1.0,178.0,188.0,7.0,6.0,56.0,1.0,5.0,
Opposition,Opposition,193,56,152,345,13,12.0,74.0,89.0,34.0,50.0,57.0,66.0,15.0,22.0,5.0,178.0,166.0,6.0,9.0,63.0,2.0,11.0,
