Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",27y 19d,177 (119-1-57 67.51%),73 (0.41),35 (29-1-5 84.29%),15 (0.43)
11,"Blair, Jarryd",21y 60d,22 (19-1-2 88.64%),20 (0.91),←,
15,"Brown, Leigh",29y 110d,232 (118-3-111 51.51%),125 (0.54),51 (40-2-9 80.39%),41 (0.80)
27,"Buckley, Simon",24y 56d,28 (9-0-19 32.14%),7 (0.25),7 (6-0-1 85.71%),4 (0.57)
32,"Cloke, Travis",24y 100d,135 (84-2-49 62.96%),184 (1.36),←,
1,"Davis, Leon",29y 361d,213 (117-2-94 55.40%),264 (1.24),←,
31,"Dawes, Chris",23y 28d,41 (34-1-6 84.15%),60 (1.46),←,
4,"Didak, Alan",28y 118d,193 (120-1-72 62.44%),265 (1.37),←,
35,"Fasolo, Alex",19y 5d,1 (1-0-0 100.00%),1 (1.00),←,
6,"Goldsack, Tyson",24y 22d,60 (38-0-22 63.33%),6 (0.10),←,
7,"Krakouer, Andrew",28y 129d,112 (43-0-69 38.39%),118 (1.05),10 (9-0-1 90.00%),16 (1.60)
8,"Lumumba, Heritier",24y 210d,122 (80-2-40 66.39%),15 (0.12),←,
5,"Maxwell, Nick",28y 10d,148 (90-2-56 61.49%),26 (0.18),←,
3,"McCarthy, John",21y 206d,14 (8-0-6 57.14%),9 (0.64),←,
10,"Pendlebury, Scott",23y 157d,113 (74-2-37 66.37%),71 (0.63),←,
20,"Reid, Ben",22y 45d,40 (27-2-11 70.00%),3 (0.08),←,
39,"Shaw, Heath",25y 198d,126 (80-2-44 64.29%),26 (0.21),←,
22,"Sidebottom, Steele",20y 162d,47 (36-2-9 78.72%),39 (0.83),←,
2,"Tarrant, Chris",30y 268d,243 (112-0-131 46.09%),361 (1.49),171 (84-0-87 49.12%),301 (1.76)
34,"Toovey, Alan",24y 82d,77 (55-2-20 72.73%),8 (0.10),←,
21,"Wellingham, Sharrod",22y 341d,63 (46-2-15 74.60%),33 (0.52),←,
19,"Wood, Cameron",24y 101d,53 (26-0-27 49.06%),14 (0.26),37 (23-0-14 62.16%),14 (0.38)
Totals,Totals,24y 309d,2260 (1336-27-897 59.12%),1728 (0.76),,
C,"Malthouse, Mick",57y 300d,650 (374-6-270 58.00%),,272 (151-2-119 55.88%),
