Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",24y 148d,125 (44-3-78 36.40%),172 (1.38),←,
44,"Carrazzo, Andrew",27y 129d,127 (46-3-78 37.40%),38 (0.30),←,
35,"Curnow, Ed",21y 167d,5 (3-1-1 70.00%),3 (0.60),←,
34,"Duigan, Nick",26y 228d,5 (3-1-1 70.00%),,←,
46,"Ellard, David",22y 41d,9 (5-0-4 55.56%),5 (0.56),←,
38,"Garlett, Jeff",21y 263d,35 (20-1-14 58.57%),63 (1.80),←,
4,"Gibbs, Bryce",22y 39d,94 (40-1-53 43.09%),42 (0.45),←,
22,"Hampson, Shaun",23y 33d,40 (20-1-19 51.25%),13 (0.32),←,
40,"Jamison, Michael",24y 316d,60 (27-1-32 45.83%),,←,
45,"Joseph, Aaron",21y 293d,46 (25-0-21 54.35%),5 (0.11),←,
5,"Judd, Chris",27y 227d,203 (119-3-81 59.36%),182 (0.90),69 (35-1-33 51.45%),44 (0.64)
15,"Laidler, Jeremy",21y 261d,7 (4-1-2 64.29%),1 (0.14),5 (3-1-1 70.00%),1 (0.20)
3,"Murphy, Marc",23y 278d,107 (43-1-63 40.65%),85 (0.79),←,
12,"Robinson, Mitch",21y 320d,31 (17-1-13 56.45%),21 (0.68),←,
2,"Russell, Jordan",24y 168d,98 (40-2-56 41.84%),16 (0.16),←,
29,"Scotland, Heath",30y 276d,204 (78-2-124 38.73%),67 (0.33),151 (55-2-94 37.09%),55 (0.36)
6,"Simpson, Kade",26y 353d,138 (51-2-85 37.68%),84 (0.61),←,
30,"Waite, Jarrad",28y 78d,136 (43-3-90 32.72%),160 (1.18),←,
1,"Walker, Andrew",24y 340d,108 (33-3-72 31.94%),48 (0.44),←,
11,"Warnock, Robert",24y 94d,38 (19-1-18 51.32%),11 (0.29),17 (9-1-7 55.88%),7 (0.41)
43,"White, Simon",22y 310d,10 (7-1-2 75.00%),1 (0.10),←,
13,"Yarran, Chris",20y 125d,27 (12-1-14 46.30%),24 (0.89),←,
Totals,Totals,24y 88d,1653 (699-33-921 42.29%),1041 (0.63),,
C,"Ratten, Brett",39y 286d,79 (37-1-41 47.47%),,←,
