Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
8,"Burns, Ronnie",29y 94d,125 (66-2-57 53.60%),232 (1.86),←,
35,"Chapman, Paul",20y 222d,19 (9-0-10 47.37%),10 (0.53),←,
14,"Clarke, David",22y 31d,69 (31-1-37 45.65%),40 (0.58),←,
11,"Corey, Joel",20y 118d,31 (14-0-17 45.16%),8 (0.26),←,
44,"Enright, Corey",20y 274d,23 (10-0-13 43.48%),7 (0.30),←,
16,"Gardiner, Charlie",19y 106d,2 (2-0-0 100.00%),1 (0.50),←,
7,"Graham, Ben",28y 225d,164 (93-1-70 57.01%),81 (0.49),←,
2,"Harley, Tom",23y 332d,67 (33-1-33 50.00%),5 (0.07),66 (32-1-33 49.24%),4 (0.06)
9,"Kelly, James",18y 168d,5 (3-0-2 60.00%),1 (0.20),←,
13,"Kilpatrick, Glenn",29y 290d,140 (77-1-62 55.36%),35 (0.25),114 (63-1-50 55.70%),31 (0.27)
1,"King, Steven",23y 205d,114 (55-1-58 48.68%),58 (0.51),←,
18,"Kingsley, Kent",23y 262d,40 (24-0-16 60.00%),71 (1.77),28 (13-0-15 46.43%),61 (2.18)
45,"Ling, Cameron",21y 108d,35 (18-1-16 52.86%),21 (0.60),←,
24,"Lord, Aaron",26y 329d,135 (68-2-65 51.11%),170 (1.26),42 (28-1-13 67.86%),34 (0.81)
39,"Milburn, Darren",25y 61d,94 (43-0-51 45.74%),43 (0.46),←,
21,"Mooney, Cameron",22y 262d,37 (22-0-15 59.46%),21 (0.57),26 (12-0-14 46.15%),19 (0.73)
15,"Riccardi, Peter",29y 180d,211 (120-2-89 57.35%),218 (1.03),←,
33,"Rooke, Max",20y 178d,11 (6-0-5 54.55%),1 (0.09),←,
30,"Scarlett, Matthew",23y 10d,59 (31-0-28 52.54%),7 (0.12),←,
12,"Sholl, Brad",29y 217d,166 (90-2-74 54.82%),46 (0.28),164 (90-2-72 55.49%),46 (0.28)
36,"Street, Peter",22y 9d,7 (4-0-3 57.14%),,←,
40,"Wojcinski, David",21y 270d,28 (13-0-15 46.43%),3 (0.11),←,
Totals,Totals,23y 279d,1582 (832-14-736 52.59%),1079 (0.68),,
C,"Thompson, Mark",38y 208d,57 (27-1-29 48.25%),,←,
