Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
14,"Armstrong, Matt",23y 55d,66 (27-0-39 40.91%),41 (0.62),←,
35,"Athorn, Mark",22y 169d,21 (8-1-12 40.48%),4 (0.19),4 (1-0-3 25.00%),
32,"Baldwin, Jason",20y 169d,12 (5-0-7 41.67%),1 (0.08),←,
18,"Blakey, John",23y 275d,83 (36-0-47 43.37%),19 (0.23),←,
41,"Bourke, Peter",23y 337d,18 (7-0-11 38.89%),3 (0.17),17 (7-0-10 41.18%),3 (0.18)
5,"Brockhurst, Andrew",25y 250d,34 (13-0-21 38.24%),,←,
40,"Clayton, Scott",30y 163d,146 (71-1-74 48.97%),21 (0.14),←,
2,"Dilena, Carl",23y 39d,15 (7-0-8 46.67%),11 (0.73),←,
36,"Dundas, Matthew",18y 139d,3 (0-0-3 0.00%),2 (0.67),←,
7,"Gale, Michael",23y 125d,60 (24-0-36 40.00%),12 (0.20),←,
11,"Lynch, Alastair",21y 310d,41 (17-0-24 41.46%),52 (1.27),←,
29,"Lyon, Ross",23y 168d,46 (13-0-33 28.26%),50 (1.09),←,
22,"McCormack, Brendan",19y 301d,17 (8-0-9 47.06%),6 (0.35),←,
3,"Pert, Gary",24y 332d,148 (71-0-77 47.97%),41 (0.28),←,
9,"Rendell, Matthew",31y 7d,146 (82-1-63 56.51%),97 (0.66),←,
1,"Roos, Paul",26y 302d,170 (77-0-93 45.29%),168 (0.99),←,
33,"Stephens, Brett",29y 64d,65 (26-0-39 40.00%),21 (0.32),←,
31,"Strooper, David",22y 59d,27 (11-0-16 40.74%),28 (1.04),←,
30,"Waterson, Chris",20y 119d,4 (1-0-3 25.00%),2 (0.50),←,
28,"Wheildon, Darren",19y 165d,7 (3-0-4 42.86%),14 (2.00),←,
Totals,Totals,23y 250d,1129 (507-3-619 44.91%),593 (0.53),,
C,"Austin, Rod",37y 89d,27 (13-0-14 48.15%),,←,
