Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",10,2,4,14,,,,3.0,5.0,1.0,,2.0,,,,6.0,8.0,1.0,,,,1.0,80.0
10,"Brayshaw, Angus",14,4,11,25,,,,1.0,2.0,4.0,1.0,2.0,1.0,,,5.0,19.0,,,3.0,1.0,1.0,85.0
37,"Chandler, Kade",9,3,3,12,,1.0,,1.0,,2.0,3.0,3.0,,2.0,,7.0,6.0,,2.0,,,,77.0
31,"Fritsch, Bayley",14,5,1,15,2,2.0,,,,6.0,,3.0,2.0,2.0,,5.0,10.0,1.0,1.0,2.0,,,77.0
11,"Gawn, Max",12,5,6,18,1,1.0,17.0,2.0,1.0,3.0,6.0,5.0,,2.0,2.0,11.0,6.0,1.0,1.0,4.0,,,86.0
6,"Grundy, Brodie",2,2,7,9,1,,18.0,3.0,1.0,1.0,,4.0,,1.0,,4.0,5.0,1.0,1.0,2.0,,,69.0
14,"Hibberd, Michael",11,7,4,15,,,,3.0,4.0,1.0,,1.0,,,,5.0,10.0,,,7.0,,,93.0
12,"Hunter, Lachie",11,6,6,17,,,,,2.0,6.0,3.0,3.0,1.0,2.0,,7.0,10.0,,,1.0,,,87.0
23 ↑,"Jordon, James",6,1,4,10,,,,1.0,1.0,2.0,1.0,,,,,2.0,8.0,,,,,,35.0
15,"Langdon, Ed",11,8,11,22,1,,,,2.0,3.0,,3.0,,1.0,,3.0,19.0,,1.0,1.0,,,88.0
8,"Lever, Jake",5,5,5,10,,,,3.0,3.0,,,,,,,5.0,6.0,1.0,,4.0,,,100.0
1,"May, Steven",14,6,1,15,,,,1.0,5.0,1.0,,1.0,,,,2.0,7.0,1.0,,8.0,,,100.0
41,"McVee, Judd",5,2,7,12,,,,1.0,1.0,2.0,,,,,,6.0,7.0,,,4.0,,1.0,84.0
30,"Neal-Bullen, Alex",11,7,6,17,,1.0,,6.0,,4.0,1.0,1.0,1.0,,,7.0,12.0,,1.0,2.0,,,79.0
13,"Oliver, Clayton",18,8,16,34,1,,,3.0,2.0,4.0,5.0,5.0,1.0,1.0,,14.0,20.0,,,1.0,,,87.0
5,"Petracca, Christian",18,6,12,30,,2.0,,1.0,,9.0,6.0,3.0,1.0,,,15.0,16.0,,2.0,1.0,,5.0,77.0
35 ↓,"Petty, Harry",5,6,3,8,2,,,,,,,1.0,,,,4.0,4.0,2.0,4.0,,,,33.0
36,"Pickett, Kysaiah",5,4,7,12,1,1.0,,5.0,,2.0,3.0,1.0,,1.0,,3.0,9.0,,3.0,2.0,,,80.0
24,"Rivers, Trent",12,3,12,24,1,,,5.0,3.0,3.0,,2.0,2.0,1.0,,9.0,15.0,1.0,,3.0,,1.0,71.0
9,"Spargo, Charlie",6,4,6,12,2,,,,,2.0,,,,,,1.0,11.0,,3.0,,,,76.0
32,"Sparrow, Tom",7,2,6,13,1,,,5.0,1.0,1.0,,4.0,1.0,1.0,,3.0,12.0,,,1.0,,,76.0
2,"van Rooyen, Jacob",5,5,9,14,1,,3.0,2.0,,3.0,,2.0,,,,5.0,9.0,1.0,1.0,2.0,,1.0,80.0
7,"Viney, Jack",13,4,18,31,1,,,6.0,,6.0,3.0,6.0,,,3.0,18.0,14.0,,1.0,3.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,105,165,389,15,13.0,38.0,52.0,33.0,66.0,32.0,52.0,10.0,14.0,5.0,147.0,243.0,10.0,21.0,51.0,1.0,11.0,
Opposition,Opposition,181,72,205,386,7,7.0,23.0,58.0,49.0,41.0,33.0,58.0,14.0,10.0,1.0,133.0,249.0,8.0,5.0,49.0,11.0,5.0,
